Symbol,Date,Open,High,Low,Close,Volume,PSRU SMA,PSRU spanTwelveEMA,PSRU spanTwntySixEMA,PSRU_x,PSRU_y
PSRU,2020-07-06,0.2,0.2,0.2,0.2,200,0.2,0.2019134788658567,0.16471123616387714,0.037202242701979533,0.03626223332233486
PSRU,2020-07-06,0.2,0.2,0.2,0.2,200,0.2,0.2016190975018788,0.16732521867025665,0.03429387883162213,0.03586856242419231
PSRU,2020-07-06,0.2,0.2,0.2,0.2,200,0.2,0.2013700055785128,0.1697455728428302,0.03162443273568258,0.03501973648649037
PSRU,2020-07-02,0.1501,0.1501,0.1501,0.1501,103,0.1501,0.19348231241258773,0.1682903452248428,0.02519196718774494,0.033054182626741285
PSRU,2020-07-02,0.1501,0.1501,0.1501,0.1501,103,0.1501,0.18680811050295884,0.1669429122452248,0.019865198257734033,0.030416385752939836
PSRU,2020-06-30,0.15,0.15,0.15,0.15,1400,0.15000000000000002,0.1811453242717344,0.16568788170854148,0.015457442563192925,0.027424597114990453
PSRU,2020-06-29,0.10099999999999999,0.10099999999999999,0.10099999999999999,0.10099999999999999,2533,0.101,0.16881527438377525,0.16089618676716805,0.007919087616607201,0.023523495215313803
PSRU,2020-06-29,0.10099999999999999,0.10099999999999999,0.10099999999999999,0.10099999999999999,2533,0.10100000000000002,0.15838215524780982,0.15645943219182226,0.001922723055987563,0.01920334078344856
PSRU,2020-06-29,0.10099999999999999,0.10099999999999999,0.10099999999999999,0.10099999999999999,2533,0.10100000000000002,0.14955413136353138,0.15235132610353913,-0.0027971947400077524,0.014803233678757296
PSRU,2020-06-26,0.16365,0.2,0.16,0.16399999999999998,47422,0.16400000000000006,0.15177657269221884,0.1532141908366103,-0.0014376181443914724,0.011555063314127543
PSRU,2020-06-26,0.16365,0.2,0.16,0.16399999999999998,47422,0.16400000000000006,0.153657099970339,0.1540131396635281,-0.0003560396931890919,0.009172842712664216
PSRU,2020-06-26,0.16365,0.2,0.16,0.16399999999999998,47422,0.16400000000000006,0.1552483153595176,0.15475290709585934,0.0004954082636582646,0.007437355822863026
