Symbol,Date,Open,High,Low,Close,Volume,IDCBF SMA,IDCBF spanTwelveEMA,IDCBF spanTwntySixEMA,IDCBF_x,IDCBF_y
IDCBF,2020-07-23,0.65,0.65,0.65,0.65,1000,0.65,0.6138117940878035,0.6041327419977658,0.00967905209003772,0.004444791920937491
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.6150000000000001,0.6139945949973722,0.6049377240720054,0.009056870925366778,0.005367207721823348
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6141492726900842,0.6056830778444495,0.008466194845634711,0.005987005146585621
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6142801538146867,0.6063732202263422,0.007906933588344489,0.006370990834937395
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.614390899381658,0.6070122409503169,0.007378658431341113,0.00657252435421814
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6144846071690953,0.6076039268058491,0.006880680363246182,0.006634155556023749
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6145638983738498,0.6081517840794899,0.00641211429435995,0.00658974730369099
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6146309909317191,0.6086590593328609,0.005971931598858116,0.006466184162724415
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6146877615576085,0.6091287586415379,0.005559002916070478,0.006284747913393628
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6147357982410534,0.6095636654088316,0.005172132832221843,0.006062224897159272
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6147764446655067,0.6099663568600292,0.004810087805477536,0.0058117974788229245
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6148108377938903,0.6103392193148419,0.004471618479048423,0.005543761678868025
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6148399396717534,0.6106844623285573,0.004155477343196101,0.005266104811733641
IDCBF,2020-07-10,0.65,0.65,0.65,0.65,1000,0.6500000000000001,0.6202491797222529,0.6135967243782938,0.006652455343959085,0.00554337491817873
IDCBF,2020-07-10,0.65,0.65,0.65,0.65,1000,0.6500000000000002,0.6248262289957525,0.6162932633132351,0.00853296568251738,0.00614129307104646
IDCBF,2020-07-08,0.629,0.629,0.629,0.629,300,0.6290000000000003,0.6254683476117906,0.6172345030678104,0.00823384454398024,0.006559803365633217
IDCBF,2020-07-07,0.67,0.67,0.67,0.67,20000,0.6700000000000004,0.6323193710561305,0.6211430583961206,0.011176312660009846,0.007483105224508543
IDCBF,2020-07-06,0.67,0.67,0.67,0.67,200,0.6700000000000003,0.6381163908936488,0.624762091107519,0.013354299786129786,0.008657344136832792
IDCBF,2020-07-06,0.67,0.67,0.67,0.67,200,0.6700000000000003,0.6430215615253951,0.6281130473217769,0.014908514203618273,0.009907578150189889
