Symbol,Date,Open,High,Low,Close,Volume,EANRF SMA,EANRF spanTwelveEMA,EANRF spanTwntySixEMA,EANRF_x,EANRF_y
EANRF,2020-07-20,0.13525,0.13525,0.135,0.135,42000,0.13500000000000004,0.14431593238828636,0.16338815538785473,-0.01907222299956837,-0.016885176987477036
EANRF,2020-07-17,0.126552,0.13,0.126552,0.13,2000,0.13000000000000006,0.1421134812516269,0.1609149586924581,-0.018801477440831188,-0.017268437078147868
EANRF,2020-07-16,0.1202,0.132,0.1202,0.12300000000000001,29500,0.12300000000000005,0.13917294567445354,0.1581064432337575,-0.018933497559303958,-0.017601449174379086
EANRF,2020-07-15,0.12695,0.12695,0.12695,0.12695,370,0.12695000000000006,0.13729249249376838,0.15579855854977545,-0.018506066056007082,-0.017782372550704684
EANRF,2020-07-14,0.13005,0.13005,0.13,0.13,15500,0.13000000000000006,0.13617057057165016,0.15388755421275505,-0.017716983641104883,-0.017769294768784725
EANRF,2020-07-13,0.1349,0.1386,0.134664,0.1386,73300,0.13860000000000006,0.13654432894524246,0.15275514278958802,-0.016210813844345584,-0.017457598583896897
EANRF,2020-07-13,0.1349,0.1386,0.134664,0.1386,73300,0.13860000000000006,0.13686058603058976,0.15170661369406302,-0.01484602766347323,-0.016935284399812164
EANRF,2020-07-13,0.1349,0.1386,0.134664,0.1386,73300,0.13860000000000006,0.1371281881797298,0.1507357534204287,-0.013607565240698892,-0.01626974056798951
EANRF,2020-07-10,0.13179200000000002,0.13179200000000002,0.13089,0.13089,1000,0.13089000000000006,0.13616846692130985,0.14926569761150807,-0.013097230690198221,-0.015635238592431253
EANRF,2020-07-09,0.1447,0.15,0.14,0.14418,82212,0.14418000000000006,0.13740101047187758,0.14888897926991487,-0.01148796879803729,-0.01480578463355246
EANRF,2020-07-08,0.14,0.14,0.14,0.14,4000,0.14000000000000004,0.13780085501466566,0.14823053636103228,-0.010429681346366626,-0.013930563976115294
EANRF,2020-07-07,0.13,0.13,0.13,0.13,5000,0.13,0.13660072347394786,0.14688012626021507,-0.010279402786267213,-0.01320033173814568
EANRF,2020-07-06,0.12750999999999998,0.12750999999999998,0.124,0.1242,110700,0.12419999999999998,0.13469291986257126,0.14520011690760656,-0.010507197045035277,-0.0126617047995236
EANRF,2020-07-06,0.12750999999999998,0.12750999999999998,0.124,0.1242,110700,0.12419999999999998,0.13307862449909874,0.14364455269222826,-0.010565928193129516,-0.012242549478244784
