Symbol,Date,Open,High,Low,Close,Volume,SESN SMA_x,SESN spanTwelveEMA_x,SESN spanTwntySixEMA_x,SESN_x,SESN_y,SESN SMA_y,SESN spanTwelveEMA_y,SESN spanTwntySixEMA_y,SESN_x,SESN_y
SESN,2021-05-10,2.68,2.7,2.63,2.6641,77608,2.6641,2.8239134274010014,2.866598475842097,-0.0426850484410956,-0.014657309101373,2.6641,3.337501453972381,3.3196977099631035,0.0178037440092779,-0.014657309101373021
SESN,2021-05-07,2.645,2.65,2.64,2.64,24574,2.64,2.852970414201184,2.8827983539094646,-0.029827939708281,-0.0076503742664423,2.64,3.45993808196736,3.372145526760152,0.0877925552072085,-0.00765037426644236
SESN,2021-05-06,2.8,2.81,2.77,2.78,37282,2.78,2.891692307692308,2.902222222222222,-0.0105299145299144,-0.0021059829059828,2.78,3.6090177332341526,3.430717168900964,0.1783005643331887,-0.0021059829059828063
SESN,2021-05-05,2.9266,2.94,2.912,2.912,30781,2.912,2.912,2.912,0.0,0.0,2.912,3.7597482301858167,3.482774542413041,0.2769736877727755,0.0
SESN,2021-06-15,4.29,4.29,4.2615,4.2695,28855,,,,,,4.2695,3.9138842720377833,3.5284365058060843,0.3854477662316991,
SESN,2021-06-14,4.35,4.37,4.3,4.33,176703,,,,,,4.33,3.849226866953744,3.4691514262705714,0.3800754406831728,
SESN,2021-06-11,4.279,4.279,4.22,4.22,42041,,,,,,4.22,3.761813570036243,3.400283540372217,0.361530029664026,
SESN,2021-06-10,4.19,4.22,4.17,4.17,43520,,,,,,4.17,3.678506946406469,3.3347062236019944,0.3438007228044748,
SESN,2021-06-09,4.17,4.18,4.14,4.14,107186,,,,,,4.14,3.589144573025827,3.267882721490154,0.3212618515356729,
SESN,2021-06-08,3.9971,4.04,3.9971,4.02,47357,,,,,,4.02,3.488989040848704,3.198113339209366,0.2908757016393379,
SESN,2021-06-07,3.81,3.85,3.81,3.85,85575,,,,,,3.85,3.392441593730287,3.1323624063461155,0.2600791873841714,
SESN,2021-06-04,3.74,3.75,3.73,3.75,30396,,,,,,3.75,3.3092491562267026,3.0749513988538046,0.2342977573728979,
SESN,2021-06-03,3.61,3.61,3.585,3.6074,71202,,,,,,3.6074,3.229112639177012,3.020947510762109,0.2081651284149028,
SESN,2021-06-02,3.9,3.93,3.88,3.88,83529,,,,,,3.88,3.160333119027378,2.9740313116230777,0.1863018074043001,
SESN,2021-06-01,3.47,3.475,3.44,3.455,116527,,,,,,3.455,3.0294845952141736,2.901553816552924,0.1279307786612498,
SESN,2021-06-01,3.47,3.475,3.44,3.455,116527,,,,,,3.455,2.952118157980387,2.857278121877158,0.0948400361032288,
SESN,2021-05-28,3.2,3.2,3.14,3.14,64387,,,,,,3.14,2.8606850957950027,2.8094603716273308,0.0512247241676719,
SESN,2021-05-27,2.9812,3.01,2.9812,3.0001,29101,,,,,,3.0001,2.8099005677577304,2.783017201357517,0.0268833664002134,
SESN,2021-05-26,2.95,2.9639,2.95,2.955,40736,,,,,,2.955,2.77531885280459,2.765650577466118,0.009668275338472,
SESN,2021-05-25,2.92,2.929,2.91,2.9217,19087,,,,,,2.9217,2.742649553314515,2.750502623663408,-0.0078530703488923,
SESN,2021-05-24,2.97,2.98,2.97,2.98,14106,,,,,,2.98,2.7100949266444267,2.7368068335564804,-0.0267119069120536,
SESN,2021-05-21,2.95,2.95,2.91,2.91,55816,,,,,,2.91,2.661021276943413,2.7173513802409985,-0.0563301032975855,
SESN,2021-05-20,2.83,2.84,2.83,2.8385,17058,,,,,,2.8385,2.615752418205852,2.7019394906602785,-0.0861870724544267,
SESN,2021-05-19,2.6,2.6,2.54,2.57,63538,,,,,,2.57,2.5752528578796428,2.6910146499131007,-0.1157617920334579,
SESN,2021-05-18,2.69,2.69,2.65,2.673,34154,,,,,,2.673,2.576207922948669,2.7006958219061485,-0.1244878989574793,
SESN,2021-05-17,2.34,2.35,2.34,2.35,14061,,,,,,2.35,2.5586093634847917,2.7029114876586404,-0.1443021241738491,
SESN,2021-05-14,2.3,2.32,2.3,2.31,30949,,,,,,2.31,2.5965383386638443,2.731144406671332,-0.1346060680074874,
SESN,2021-05-13,2.4,2.47,2.4,2.4425,11713,,,,,,2.4425,2.648636218420908,2.764835959205038,-0.1161997407841308,
SESN,2021-05-12,2.4,2.4557,2.4,2.435,29242,,,,,,2.435,2.686115530861072,2.7906228359414413,-0.1045073050803693,
SESN,2021-05-11,2.25,2.28,2.225,2.225,128439,,,,,,2.225,2.73177290010854,2.819072662816757,-0.0872997627082172,
SESN,2021-05-10,2.68,2.7,2.63,2.6641,77608,,,,,,2.6641,2.8239134274010014,2.866598475842097,-0.0426850484410956,
SESN,2021-05-07,2.645,2.65,2.64,2.64,24574,,,,,,2.64,2.852970414201184,2.8827983539094646,-0.029827939708281,
SESN,2021-05-06,2.8,2.81,2.77,2.78,37282,,,,,,2.78,2.891692307692308,2.902222222222222,-0.0105299145299144,
SESN,2021-05-05,2.9266,2.94,2.912,2.912,30781,,,,,,2.912,2.912,2.912,0.0,
