Symbol,Date,Open,High,Low,Close,Volume,SPPI SMA_x,SPPI spanTwelveEMA_x,SPPI spanTwntySixEMA_x,SPPI_x,SPPI_y,SPPI SMA_y,SPPI spanTwelveEMA_y,SPPI spanTwntySixEMA_y,SPPI_x,SPPI_y
SPPI,2021-05-24,3.38,3.389,3.36,3.36,28798,3.36,3.2722246923319287,3.202353381635741,0.0698713106961879,0.0375103306015053,3.36,3.365729242133777,3.4247976650958774,-0.0590684229621003,0.03751033060150537
SPPI,2021-05-21,3.45,3.45,3.41,3.42,27480,3.42,3.2562655454831884,3.1897416521666004,0.0665238933165879,0.0294200855778347,3.42,3.366770922521736,3.429981478303548,-0.0632105557818114,0.029420085577834734
SPPI,2021-05-20,3.33,3.35,3.33,3.33,20291,3.33,3.2264956446619504,3.1713209843399284,0.055174660322022,0.0201441336431464,3.33,3.357092908434779,3.430779996567831,-0.073687088133052,0.020144133643146434
SPPI,2021-05-19,3.3352,3.43,3.3,3.3401,59908,3.3401,3.207676670964123,3.1586266630871225,0.0490500078770006,0.0113865019734275,3.3401,3.362018891786557,3.438842396293257,-0.0768235045067005,0.011386501973427537
SPPI,2021-05-18,3.45,3.51,3.45,3.4792,64509,3.4792,3.183599702048509,3.144108796134093,0.0394909059144166,0.0019706254975342,3.4792,3.3660041448386586,3.446741787996718,-0.0807376431580593,0.0019706254975342605
SPPI,2021-05-17,3.4764,3.4764,3.41,3.425,90172,3.425,3.1298541933300563,3.11730149982482,0.0125526935052362,-0.0074094446066862,3.425,3.3454230802638696,3.4441451310364557,-0.0987220507725856,-0.007409444606686218
SPPI,2021-05-14,3.07,3.08,3.0178,3.02,50933,3.02,3.076191319390067,3.0926856198108057,-0.0164943004207387,-0.0123999791346668,3.02,3.330954549402755,3.445676741519372,-0.1147221921166168,-0.012399979134666833
SPPI,2021-05-13,3.2173,3.2332,3.17,3.18,39337,3.18,3.0864079229155337,3.09850046939567,-0.0120925464801362,-0.0113763988131488,3.18,3.387491740203256,3.479730880840921,-0.0922391406376657,-0.011376398813148857
SPPI,2021-05-12,3.08,3.08,3.06,3.07,15402,3.07,3.0693911816274486,3.091980506947324,-0.022589325319875,-0.011197361896402,3.07,3.4252175111493024,3.503709351308195,-0.0784918401588927,-0.01119736189640201
SPPI,2021-05-11,2.95,2.95,2.91,2.92,46460,2.92,3.0692804873778936,3.0937389475031094,-0.0244584601252157,-0.0083493710405336,2.92,3.4898025131764485,3.538406099412851,-0.0486035862364024,-0.008349371040533647
SPPI,2021-05-10,3.1,3.12,3.08,3.08,54716,3.08,3.096422394173874,3.1076380633033582,-0.0112156691294842,-0.0043220987693631,3.08,3.593402970117621,3.587878587365879,0.0055243827517421,-0.00432209876936311
SPPI,2021-05-07,3.02,3.04,3.0009,3.02,25607,3.02,3.099408284023669,3.109849108367627,-0.0104408243439579,-0.0025987061793328,3.02,3.686748964684461,3.628508874355149,0.0582400903293116,-0.002598706179332826
SPPI,2021-05-06,3.08,3.1,3.08,3.08,16537,3.08,3.113846153846154,3.117037037037037,-0.0031908831908826,-0.0006381766381765,3.08,3.8079760491725447,3.677189584303561,0.1307864648689838,-0.0006381766381765353
SPPI,2021-05-05,3.12,3.12,3.11,3.12,26792,3.12,3.12,3.12,0.0,0.0,3.12,3.94033533084028,3.724964751047846,0.2153705797924341,0.0
SPPI,2021-06-15,4.42,4.42,4.39,4.4,24594,,,,,,4.4,4.089487209174877,3.7733619311316735,0.3161252780432031,
SPPI,2021-06-14,4.44,4.45,4.4336,4.4418,58051,,,,,,4.4418,4.033030338115763,3.723230885622207,0.3097994524935559,
SPPI,2021-06-11,4.4,4.42,4.38,4.38,23656,,,,,,4.38,3.958708581409538,3.665745356471984,0.2929632249375542,
SPPI,2021-06-10,4.38,4.42,4.37,4.42,64105,,,,,,4.42,3.8821101416658177,3.6086049849897424,0.2735051566760753,
SPPI,2021-06-09,4.2149,4.26,4.2144,4.245,27870,,,,,,4.245,3.784311985605057,3.5436933837889217,0.2406186018161351,
SPPI,2021-06-08,4.32,4.34,4.31,4.32,58979,,,,,,4.32,3.70055052844234,3.4875888544920355,0.2129616739503044,
SPPI,2021-06-07,3.8568,3.88,3.85,3.8501,42307,,,,,,3.8501,3.5879233517954923,3.4209959628513986,0.1669273889440936,
SPPI,2021-06-04,3.85,3.8582,3.8,3.81,35331,,,,,,3.81,3.5402548703037637,3.3866676398795104,0.1535872304242529,
SPPI,2021-06-03,3.85,3.85,3.84,3.84,49023,,,,,,3.84,3.491210301268084,3.352801051069871,0.138409250198213,
SPPI,2021-06-02,3.75,3.79,3.69,3.69,74896,,,,,,3.69,3.427793992407736,3.3138251351554606,0.1139688572522752,
SPPI,2021-06-01,3.59,3.59,3.52,3.568,95220,,,,,,3.568,3.380120172845506,3.2837311459678973,0.0963890268776088,
SPPI,2021-06-01,3.59,3.59,3.52,3.568,95220,,,,,,3.568,3.345960204271962,3.260989637645329,0.0849705666266329,
SPPI,2021-05-28,3.4964,3.4964,3.48,3.4808,26012,,,,,,3.4808,3.3055893323214094,3.2364288086569557,0.0691605236644541,
SPPI,2021-05-27,3.3,3.32,3.2832,3.32,61705,,,,,,3.32,3.273732847288938,3.216879113349512,0.0568537339394259,
SPPI,2021-05-26,3.25,3.28,3.25,3.28,15637,,,,,,3.28,3.2653206377051087,3.208629442417473,0.0566911952876356,
SPPI,2021-05-25,3.21,3.239,3.21,3.21,32467,,,,,,3.21,3.2626516627424014,3.2029197978108708,0.0597318649315306,
SPPI,2021-05-24,3.38,3.389,3.36,3.36,28798,,,,,,3.36,3.2722246923319287,3.202353381635741,0.0698713106961879,
SPPI,2021-05-21,3.45,3.45,3.41,3.42,27480,,,,,,3.42,3.2562655454831884,3.1897416521666004,0.0665238933165879,
SPPI,2021-05-20,3.33,3.35,3.33,3.33,20291,,,,,,3.33,3.2264956446619504,3.1713209843399284,0.055174660322022,
SPPI,2021-05-19,3.3352,3.43,3.3,3.3401,59908,,,,,,3.3401,3.207676670964123,3.1586266630871225,0.0490500078770006,
SPPI,2021-05-18,3.45,3.51,3.45,3.4792,64509,,,,,,3.4792,3.183599702048509,3.144108796134093,0.0394909059144166,
SPPI,2021-05-17,3.4764,3.4764,3.41,3.425,90172,,,,,,3.425,3.1298541933300563,3.11730149982482,0.0125526935052362,
SPPI,2021-05-14,3.07,3.08,3.0178,3.02,50933,,,,,,3.02,3.076191319390067,3.0926856198108057,-0.0164943004207387,
SPPI,2021-05-13,3.2173,3.2332,3.17,3.18,39337,,,,,,3.18,3.0864079229155337,3.09850046939567,-0.0120925464801362,
SPPI,2021-05-12,3.08,3.08,3.06,3.07,15402,,,,,,3.07,3.0693911816274486,3.091980506947324,-0.022589325319875,
SPPI,2021-05-11,2.95,2.95,2.91,2.92,46460,,,,,,2.92,3.0692804873778936,3.0937389475031094,-0.0244584601252157,
SPPI,2021-05-10,3.1,3.12,3.08,3.08,54716,,,,,,3.08,3.096422394173874,3.1076380633033582,-0.0112156691294842,
SPPI,2021-05-07,3.02,3.04,3.0009,3.02,25607,,,,,,3.02,3.099408284023669,3.109849108367627,-0.0104408243439579,
SPPI,2021-05-06,3.08,3.1,3.08,3.08,16537,,,,,,3.08,3.113846153846154,3.117037037037037,-0.0031908831908826,
SPPI,2021-05-05,3.12,3.12,3.11,3.12,26792,,,,,,3.12,3.12,3.12,0.0,
