Symbol,Date,Open,High,Low,Close,Volume,AGEN SMA_x,AGEN spanTwelveEMA_x,AGEN spanTwntySixEMA_x,AGEN_x,AGEN_y,AGEN SMA_y,AGEN spanTwelveEMA_y,AGEN spanTwntySixEMA_y,AGEN_x,AGEN_y
AGEN,2021-05-12,3.05,3.0768,3.05,3.0768,11371,3.0768,2.961286357135739,2.953788219729908,0.0074981374058311,-0.0007935940266632,3.0768,3.595334574814997,3.768597989070404,-0.1732634142554068,-0.0007935940266632045
AGEN,2021-05-11,2.89,2.8946,2.87,2.89,27180,2.89,2.9402838766149646,2.9439472773083004,-0.0036634006933358,-0.0028665268847867,2.89,3.689613588417725,3.823941828196036,-0.1343282397783118,-0.0028665268847867962
AGEN,2021-05-10,3.05,3.0771,3.05,3.0771,40352,3.0771,2.9494263996358674,2.948263059492964,0.0011633401429032,-0.0026673084326495,3.0771,3.834997877220947,3.898657174451719,-0.0636592972307719,-0.0026673084326495414
AGEN,2021-05-07,2.86,2.88,2.85,2.88,72176,2.88,2.926213017751479,2.937956104252401,-0.011743086500922,-0.0036249705765377,2.88,3.972797491261119,3.964381748407857,0.0084157428532622,-0.003624970576537727
AGEN,2021-05-06,2.82,2.89,2.82,2.85,67088,2.85,2.934615384615385,2.942592592592593,-0.0079772079772082,-0.0015954415954416,2.85,4.171487944217686,4.051132288280485,0.1203556559372014,-0.001595441595441649
AGEN,2021-05-05,2.96,2.97,2.95,2.95,29022,2.95,2.95,2.95,0.0,0.0,2.95,4.411758479529993,4.147222871342923,0.26453560818707,0.0
AGEN,2021-06-15,5.11,5.12,5.1,5.1115,20309,,,,,,5.1115,4.677532748535446,4.243000701050357,0.4345320474850895,
AGEN,2021-06-14,5.16,5.21,5.16,5.2,64856,,,,,,5.2,4.598629611905528,4.173520757134385,0.4251088547711426,
AGEN,2021-06-11,5.07,5.1245,5.0405,5.09,147978,,,,,,5.09,4.489289541342896,4.091402417705137,0.3978871236377594,
AGEN,2021-06-10,5.09,5.0948,5.06,5.0718,33056,,,,,,5.0718,4.380069457950696,4.011514611121548,0.3685548468291477,
AGEN,2021-06-09,4.865,4.96,4.842,4.96,109930,,,,,,4.96,4.254300268487186,3.926691780011272,0.3276084884759136,
AGEN,2021-06-08,4.36,4.47,4.36,4.47,144611,,,,,,4.47,4.125991226393947,3.8440271224121743,0.2819641039817728,
AGEN,2021-06-07,4.03,4.1,4.03,4.07,31353,,,,,,4.07,4.063444176647392,3.793949292205149,0.2694948844422438,
AGEN,2021-06-04,4.07,4.07,4.0325,4.0461,34749,,,,,,4.0461,4.0622522087651,3.77186523558156,0.2903869731835402,
AGEN,2021-06-03,4.03,4.08,4.0201,4.06,56046,,,,,,4.06,4.065188973995118,3.749926454428085,0.3152625195670335,
AGEN,2021-06-02,4.23,4.2863,4.23,4.235,36341,,,,,,4.235,4.066132423812412,3.725120570782332,0.3410118530300807,
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306,,,,,,4.36,4.035429228141942,3.684330216444918,0.3510990116970243,
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306,,,,,,4.36,3.9764163605313865,3.630276633760512,0.346139726770875,
AGEN,2021-05-28,4.18,4.24,4.18,4.24,34139,,,,,,4.24,3.906673880628002,3.571898764461352,0.3347751161666501,
AGEN,2021-05-27,4.15,4.19,4.15,4.1682,38113,,,,,,4.1682,3.846069131651275,3.51845066561826,0.327618466033015,
AGEN,2021-05-26,4.05,4.0528,4.015,4.05,40048,,,,,,4.05,3.787499882860598,3.466470718867721,0.3210291639928768,
AGEN,2021-05-25,4.06,4.08,4.0301,4.039,28537,,,,,,4.039,3.739772588835252,3.419788376377139,0.3199842124581131,
AGEN,2021-05-24,4.2256,4.25,4.22,4.22,53607,,,,,,4.22,3.685367604987116,3.37025144648731,0.3151161584998059,
AGEN,2021-05-21,4.24,4.25,4.23,4.241,90732,,,,,,4.241,3.588161714984773,3.3022715622062946,0.2858901527784785,
AGEN,2021-05-20,4.16,4.28,4.1338,4.2629,172004,,,,,,4.2629,3.469463844982005,3.227173287182798,0.2422905577992069,
AGEN,2021-05-19,4.0,4.08,3.9876,4.0,668005,,,,,,4.0,3.325202725887824,3.144315150157422,0.1808875757304022,
AGEN,2021-05-18,4.22,4.23,4.1573,4.1699,762213,,,,,,4.1699,3.202512312412883,3.075860362170016,0.1266519502428678,
AGEN,2021-05-17,3.26,3.27,3.22,3.25,90496,,,,,,3.25,3.026623641942498,2.988337191143617,0.0382864507988811,
AGEN,2021-05-14,3.05,3.05,3.03,3.03,13973,,,,,,3.03,2.986009758659316,2.9674041664351063,0.0186055922242096,
AGEN,2021-05-13,3.07,3.07,3.0521,3.07,13479,,,,,,3.07,2.97801153296101,2.962396499749915,0.0156150332110951,
AGEN,2021-05-12,3.05,3.0768,3.05,3.0768,11371,,,,,,3.0768,2.961286357135739,2.953788219729908,0.0074981374058311,
AGEN,2021-05-11,2.89,2.8946,2.87,2.89,27180,,,,,,2.89,2.9402838766149646,2.9439472773083004,-0.0036634006933358,
AGEN,2021-05-10,3.05,3.0771,3.05,3.0771,40352,,,,,,3.0771,2.9494263996358674,2.948263059492964,0.0011633401429032,
AGEN,2021-05-07,2.86,2.88,2.85,2.88,72176,,,,,,2.88,2.926213017751479,2.937956104252401,-0.011743086500922,
AGEN,2021-05-06,2.82,2.89,2.82,2.85,67088,,,,,,2.85,2.934615384615385,2.942592592592593,-0.0079772079772082,
AGEN,2021-05-05,2.96,2.97,2.95,2.95,29022,,,,,,2.95,2.95,2.95,0.0,
