Symbol,Date,Open,High,Low,Close,Volume,AAPL SMA_x,AAPL spanTwelveEMA_x,AAPL spanTwntySixEMA_x,AAPL_x,AAPL_y,AAPL SMA_y,AAPL spanTwelveEMA_y,AAPL spanTwntySixEMA_y,AAPL_x,AAPL_y
AAPL,2021-05-07,130.84,130.99,130.06,130.09,1377358,,,,,,130.09,131.486269092034,131.1738241169463,0.3124449750877147,
AAPL,2021-05-06,127.9,128.01,127.63,127.69,998792,,,,,,127.69,131.74013619967656,131.260530046302,0.4796061533745615,
AAPL,2021-05-05,129.21,129.6,129.19,129.48,1581947,,,,,,129.48,132.47652459961776,131.54617245000614,0.9303521496116218,
AAPL,2021-05-04,131.18,131.41,130.94,131.38,1649469,,,,,,131.38,133.0213472540937,131.71146624600664,1.3098810080870749,
AAPL,2021-05-03,132.01,132.12,131.83,132.0601,1128011,,,,,,132.0601,133.3197740275653,131.73798354568717,1.58179048187813,
AAPL,2021-04-30,131.8,132.19,131.36,132.01,1896412,,,,,,132.01,133.54880566894082,131.71221422934215,1.836591439598664,
AAPL,2021-04-29,136.47,137.07,136.42,136.72,3844913,,,,,,136.72,133.82858851783914,131.68839136768952,2.1401971501496178,
AAPL,2021-04-28,134.29,134.67,134.25,134.62,1340836,,,,,,134.62,133.30287733926446,131.2858626771047,2.0170146621597667,
AAPL,2021-04-27,135.06,135.41,135.01,135.1895,1303363,,,,,,135.1895,133.06340049185798,131.01913169127306,2.0442688005849163,
AAPL,2021-04-26,134.83,134.96,134.5,134.925,1617712,,,,,,134.925,132.67683694492308,130.6855022265749,1.9913347183481849,
AAPL,2021-04-23,132.19,132.75,132.16,132.72,896678,,,,,,132.72,132.26808002581816,130.3463424047009,1.9217376211172732,
AAPL,2021-04-22,132.86,133.26,132.7,132.99,1253185,,,,,,132.99,132.1859127577851,130.15644979707696,2.0294629607081447,
AAPL,2021-04-21,132.39,132.75,132.21,132.585,1187563,,,,,,132.585,132.0397150773824,129.9297657808431,2.1099492965392983,
AAPL,2021-04-20,135.02,135.43,134.92,135.395,1455455,,,,,,135.395,131.9405723641792,129.71734704331055,2.223225320868636,
AAPL,2021-04-19,133.47,133.75,133.34,133.73,1226999,,,,,,133.73,131.31249461221176,129.2631348067754,2.049359805436353,
AAPL,2021-04-16,134.3,134.67,134.24,134.32,4465876,,,,,,134.32,130.87294817806844,128.90578559131745,1.9671625867509877,
AAPL,2021-04-15,133.82,134.25,133.64,134.1338,1506507,,,,,,134.1338,130.2462114831718,128.47264843862283,1.7735630445489503,
AAPL,2021-04-14,134.94,135.0,134.37,134.4796,1548127,,,,,,134.4796,129.53937720738486,128.0197563137127,1.519620893672169,
AAPL,2021-04-13,132.49,132.5374,131.93,132.365,1640580,,,,,,132.365,128.64115488145484,127.50296881880968,1.138186062645147,
AAPL,2021-04-12,132.57,132.85,132.3,132.61,1768894,,,,,,132.61,127.96409213262842,127.11400632431446,0.8500858083139633,
AAPL,2021-04-09,129.9,130.19,129.8,130.02,1630606,,,,,,130.02,127.11938161128812,126.67432683025962,0.4450547810285172,
AAPL,2021-04-08,128.91,129.05,128.81,128.9299,1578055,,,,,,128.9299,126.59199644970414,126.40667297668038,0.1853234730237574,
AAPL,2021-04-07,125.82,125.92,125.68,125.765,1028640,,,,,,125.765,126.16692307692308,126.2048148148148,-0.0378917378917407,
AAPL,2021-04-06,126.49,126.61,126.01,126.24,1714545,,,,,,126.24,126.24,126.24,0.0,
