Symbol,Date,Open,High,Low,Close,Volume,EGTYF SMA_x,EGTYF spanTwelveEMA_x,EGTYF spanTwntySixEMA_x,EGTYF_x,EGTYF_y,EGTYF SMA_y,EGTYF spanTwelveEMA_y,EGTYF spanTwntySixEMA_y,EGTYF_x,EGTYF_y
EGTYF,2020-11-12,0.1192,0.12230999999999999,0.1192,0.1206,7400,,,,,,0.12059999999999994,0.1202338725491638,0.11679031073928785,0.0034435618098759423,
EGTYF,2020-11-11,0.1275,0.1275,0.1275,0.1275,5000,,,,,,0.12749999999999995,0.12016730392173905,0.11648553559843088,0.003681768323308146,
EGTYF,2020-11-10,0.1359,0.1359,0.1359,0.1359,30000,,,,,,0.13589999999999994,0.11883408645296432,0.11560437844630535,0.003229708006658949,
EGTYF,2020-11-09,0.12,0.1365,0.12,0.1312,16390,,,,,,0.1312,0.115731193080776,0.1139807287220098,0.0017504643587662185,
EGTYF,2020-11-06,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.11199999999999999,4500,,,,,,0.11199999999999999,0.1129186827318262,0.11260318701977055,0.00031549571205562177,
EGTYF,2020-11-05,0.1101,0.1101,0.1048,0.1101,19000,,,,,,0.1101,0.1130857159557946,0.1126514419813522,0.00043427397444237287,
EGTYF,2020-11-04,0.1091,0.1091,0.1091,0.1091,1000,,,,,,0.1091,0.11362857340230267,0.1128555573398604,0.0007730160624423027,
EGTYF,2020-11-03,0.11,0.1122,0.11,0.1122,10000,,,,,,0.1122,0.11445195038453955,0.11315600192704922,0.0012959484574903144,
EGTYF,2020-11-02,0.11,0.11,0.11,0.11,3000,,,,,,0.11,0.11486139590900127,0.11323248208121316,0.0016289138277880975,
EGTYF,2020-10-30,0.12216700000000001,0.12216700000000001,0.12216700000000001,0.12216700000000001,620,,,,,,0.12216700000000001,0.1157452860742742,0.1134910806477102,0.0022542054265640016,
EGTYF,2020-10-29,0.105,0.105,0.105,0.105,100,,,,,,0.105,0.11457770172414225,0.11279700709952704,0.00178069462461522,
EGTYF,2020-10-28,0.114,0.1179,0.114,0.1179,3400,,,,,,0.1179,0.11631910203762265,0.1134207676674892,0.002898334370133468,
EGTYF,2020-10-27,0.1095,0.1095,0.1095,0.1095,100,,,,,,0.1095,0.11603166604446312,0.11306242908088833,0.0029692369635748034,
EGTYF,2020-10-26,0.11641300000000004,0.11641300000000004,0.11641300000000004,0.11641300000000004,424,,,,,,0.11641300000000003,0.117219241688911,0.1133474234073594,0.0038718182815515867,
EGTYF,2020-10-23,0.115,0.115,0.115,0.115,8000,,,,,,0.115,0.1173658310868948,0.11310217727994815,0.004263653806946641,
EGTYF,2020-10-22,0.11895,0.11895,0.11895,0.11895,10000,,,,,,0.11895,0.11779598219360292,0.112950351462344,0.004845630731258932,
EGTYF,2020-10-21,0.11900000000000001,0.11900000000000001,0.11900000000000001,0.11900000000000001,1000,,,,,,0.119,0.117586160774258,0.11247037957933154,0.005115781194926478,
EGTYF,2020-10-20,0.1268,0.1269,0.1268,0.1269,1900,,,,,,0.1269,0.11732909909685038,0.11194800994567804,0.005381089151172329,
EGTYF,2020-10-19,0.127,0.127,0.127,0.127,2500,,,,,,0.127,0.11558893529627773,0.11075185074133227,0.004837084554945442,
EGTYF,2020-10-16,0.1115,0.125,0.1115,0.125,35590,,,,,,0.125,0.11351419625923732,0.10945199880063887,0.0040621974585984535,
EGTYF,2020-10-15,0.11,0.11,0.11,0.11,8000,,,,,,0.11,0.11142586830637137,0.10820815870468996,0.003217709601681412,
EGTYF,2020-10-14,0.1091,0.1091,0.1051,0.1051,1200,,,,,,0.1051,0.111685117089348,0.10806481140106516,0.0036203056882828373,
EGTYF,2020-10-13,0.11800000000000001,0.11800000000000001,0.11800000000000001,0.11800000000000001,7500,,,,,,0.118,0.11288241110559308,0.10830199631315038,0.004580414792442714,
EGTYF,2020-10-12,0.1277,0.1277,0.1277,0.1277,5799,,,,,,0.12769999999999998,0.1119519403975191,0.1075261560182024,0.00442578437931669,
EGTYF,2020-10-09,0.1155,0.1156,0.1155,0.1156,3133,,,,,,0.11559999999999995,0.10908865683343168,0.1059122484996586,0.003176408333773084,
EGTYF,2020-10-08,0.11,0.11,0.11,0.11,1000,,,,,,0.10999999999999996,0.107904776257692,0.10513722837963127,0.002767547878060717,
EGTYF,2020-10-07,0.1147,0.1147,0.1,0.1035,17225,,,,,,0.10349999999999997,0.10752382648636324,0.10474820665000177,0.0027756198363614593,
EGTYF,2020-10-06,0.1189,0.1189,0.1189,0.1189,15000,,,,,,0.1189,0.10825543130206566,0.10484806318200192,0.003407368120063745,
EGTYF,2020-10-05,0.11,0.11,0.11,0.11,10000,,,,,,0.11,0.10632005517516853,0.10372390823656208,0.0025961469386064358,
EGTYF,2020-10-02,0.096,0.115,0.096,0.10745,7400,,,,,,0.10744999999999998,0.10565097429792644,0.10322182089548704,0.002429153402439391,
EGTYF,2020-10-01,0.113,0.113,0.113,0.113,600,,,,,,0.11299999999999998,0.10532387871573123,0.102883566567126,0.0024403121486052393,
EGTYF,2020-09-30,0.11,0.11,0.11,0.11,10000,,,,,,0.10999999999999996,0.10392822030040966,0.10207425189249608,0.0018539684079135754,
EGTYF,2020-09-29,0.11,0.11,0.10685,0.10685,2710,,,,,,0.10685,0.1028242603550296,0.10144019204389576,0.0013840683111338429,
EGTYF,2020-09-28,0.10835,0.1136,0.10835,0.1136,900,,,,,,0.11359999999999998,0.1020923076923077,0.10100740740740742,0.0010849002849002837,
EGTYF,2020-09-25,0.1006,0.1006,0.1,0.1,5000,,,,,,0.09999999999999998,0.1,0.1,0.0,
