Symbol,Date,Open,High,Low,Close,Volume,LXRX SMA_x,LXRX spanTwelveEMA_x,LXRX spanTwntySixEMA_x,LXRX_x,LXRX_y,LXRX SMA_y,LXRX spanTwelveEMA_y,LXRX spanTwntySixEMA_y,LXRX_x,LXRX_y
LXRX,2020-10-23,1.37,1.375,1.35,1.365,37852,1.3650000000000002,1.4296792620589605,1.4456740613695864,-0.015994799310625973,-0.0012146710231025833,1.3650000000000002,1.4224080088365647,1.4106150799594517,0.011792928877113251,-0.0012146710231025833
LXRX,2020-10-22,1.4,1.4,1.36,1.36,39825,1.3600000000000003,1.4414391278878624,1.4521279862791532,-0.010688858391290744,0.0024803610487782644,1.3600000000000003,1.4328458286250312,1.4142642863562076,0.01858154226882336,0.0024803610487782644
LXRX,2020-10-21,1.39,1.41,1.39,1.4,33549,1.4000000000000006,1.456246242049292,1.4594982251814854,-0.003251983132193548,0.005772665908795516,1.4000000000000006,1.4460905247386728,1.418605429264704,0.027485095473968716,0.005772665908795516
LXRX,2020-10-20,1.42,1.4343,1.405,1.41,77355,1.4100000000000006,1.4664728315127995,1.4642580831960044,0.0022147483167953568,0.008028828169042726,1.4100000000000006,1.4544706201457045,1.4200938636058804,0.03437675653982408,0.008028828169042726
LXRX,2020-10-19,1.49,1.5,1.45,1.455,50923,1.4550000000000007,1.4767406190605814,1.4685987298516847,0.008141889208896691,0.009482348132104624,1.4550000000000007,1.462556187444923,1.4209013726943507,0.04165481475057242,0.009482348132104624
LXRX,2020-10-16,1.5,1.51,1.49,1.51,16777,1.510000000000001,1.4806934588897782,1.4696866282398195,0.011006830649958664,0.009817462862906606,1.510000000000001,1.463930039707637,1.418173482509899,0.045756557197737635,0.009817462862906606
LXRX,2020-10-15,1.46,1.46,1.43,1.455,49365,1.4550000000000007,1.4753649968697382,1.4664615584990048,0.00890343837073293,0.009520120916143592,1.4550000000000007,1.4555536832908431,1.4108273611106907,0.04472632218015238,0.009520120916143592
LXRX,2020-10-14,1.46,1.48,1.44,1.44,69701,1.4400000000000004,1.4790677235733267,1.4673784831789254,0.011689240394401336,0.009674291552496144,1.4400000000000004,1.4556543529800876,1.4072935499995465,0.04836080298054135,0.009674291552496144
LXRX,2020-10-13,1.49,1.5075,1.48,1.495,19107,1.4950000000000006,1.4861709460412045,1.4695687618332394,0.01660218420796511,0.009170554342019846,1.4950000000000006,1.4585005989764672,1.4046770339995098,0.053823564976957394,0.009170554342019846
LXRX,2020-10-12,1.57,1.57,1.52,1.525,24828,1.5250000000000004,1.4845656635032416,1.4675342627798984,0.01703140072334319,0.007312646875533528,1.5250000000000004,1.4518643442449162,1.3974511967194705,0.05441314752544546,0.007312646875533528
LXRX,2020-10-09,1.57,1.59,1.55,1.57,44436,1.5700000000000007,1.4772139659583765,1.4629370038022902,0.014276962156086091,0.004882958413581112,1.5700000000000007,1.438566952289446,1.387247292457028,0.05131965983241793,0.004882958413581112
LXRX,2020-10-08,1.51,1.53,1.5,1.525,54962,1.5250000000000006,1.4603437779508084,1.4543719641064734,0.0059718138443349824,0.002534457477954811,1.5250000000000006,1.4146700345238907,1.37262707585359,0.04204295867030061,0.0025344574779548107
LXRX,2020-10-07,1.45,1.47,1.45,1.455,51813,1.4550000000000003,1.4485881012145918,1.4487217212349912,-0.00013362002039940538,0.0016751183863597673,1.4550000000000003,1.3946100408009616,1.360437241921877,0.03417279887908431,0.0016751183863597673
LXRX,2020-10-06,1.45,1.45,1.42,1.425,64192,1.4250000000000007,1.4474223014354268,1.4482194589337904,-0.0007971574983636209,0.0021273029880495608,1.4250000000000007,1.3836300482193182,1.3528722212756277,0.03075782694369078,0.0021273029880495603
LXRX,2020-10-05,1.46,1.48,1.43,1.4518,67974,1.4518000000000006,1.4514990835145951,1.4500770156484937,0.0014220678661016615,0.002858418109652855,1.4518000000000006,1.3761082388046488,1.3471019989776776,0.029006239826971262,0.002858418109652855
LXRX,2020-10-02,1.43,1.43,1.4027,1.415,60522,1.4150000000000005,1.45144437142634,1.449939176900373,0.0015051945259667574,0.003217505670540709,1.4150000000000005,1.3623461004054942,1.338726158895892,0.02361994150960212,0.0032175056705407087
LXRX,2020-10-01,1.46,1.4633,1.4304,1.45,33632,1.4500000000000002,1.4580706207765837,1.4527343110524031,0.005336309724180532,0.0036455834566841406,1.4500000000000002,1.352772664115584,1.332624251607563,0.02014841250802091,0.003645583456684141
LXRX,2020-09-30,1.47,1.48,1.45,1.45,47964,1.4500000000000004,1.459538006372326,1.4529530559365953,0.006584950435730708,0.003222901889810043,1.4500000000000004,1.3350949666820535,1.323234191736168,0.011860774945885666,0.0032229018898100427
LXRX,2020-09-29,1.55,1.55,1.5,1.5,45129,1.5000000000000002,1.4612721893491123,1.4531893004115228,0.008082888937589683,0.002382389753329877,1.5000000000000002,1.314203142442427,1.3130929270750615,0.0011102153673654414,0.0023823897533298767
LXRX,2020-09-28,1.65,1.665,1.5,1.505,334096,1.505,1.4542307692307692,1.4494444444444443,0.004786324786324681,0.0009572649572649807,1.505,1.2804218956137772,1.2981403612410665,-0.01771846562728929,0.0009572649572649806
LXRX,2020-09-25,1.44,1.4588,1.44,1.445,26047,1.4450000000000005,1.445,1.445,0.0,0.0,1.4450000000000005,1.2395895129981005,1.2815915901403516,-0.042002077142251126,0.0
LXRX,2020-11-12,1.25,1.26,1.23,1.23,51671,,,,,,1.2300000000000002,1.202242151725028,1.2685189173515796,-0.06627676562655171,
LXRX,2020-11-11,1.29,1.29,1.225,1.235,151521,,,,,,1.2350000000000003,1.1971952702204876,1.271600430739706,-0.07440516051921843,
LXRX,2020-11-10,1.17,1.23,1.1666,1.2234,162467,,,,,,1.2234,1.1903216829878491,1.2745284651988824,-0.0842067822110335,
LXRX,2020-11-09,1.03,1.14,1.03,1.14,241796,,,,,,1.14,1.184307443531094,1.278618742414793,-0.09431129888369894,
LXRX,2020-11-06,1.11,1.1245,1.069,1.09,107673,,,,,,1.09,1.1923633423549294,1.2897082418079764,-0.09734489945304704,
LXRX,2020-11-05,1.11,1.13,1.08,1.1,50088,,,,,,1.1000000000000003,1.2109748591467346,1.3056849011526144,-0.09471004200587974,
LXRX,2020-11-04,1.1,1.13,1.1,1.11,37729,,,,,,1.1100000000000003,1.2311521062643227,1.3221396932448235,-0.0909875869805008,
LXRX,2020-11-03,1.06,1.11,1.06,1.1001,165520,,,,,,1.1001000000000003,1.253179761948745,1.339110868704409,-0.08593110675566429,
LXRX,2020-11-02,1.09,1.09,1.05,1.075,109870,,,,,,1.0750000000000004,1.281012445939426,1.358231738200762,-0.07721929226133617,
LXRX,2020-10-30,1.15,1.16,1.125,1.13,84792,,,,,,1.13,1.3184692542920486,1.3808902772568228,-0.062421022964774135,
LXRX,2020-10-29,1.25,1.25,1.16,1.2,200545,,,,,,1.2000000000000002,1.3527363914360575,1.4009614994373687,-0.04822510800131119,
LXRX,2020-10-28,1.3,1.3,1.26,1.27,39140,,,,,,1.2700000000000002,1.3805066444244316,1.4170384193923582,-0.03653177496792659,
LXRX,2020-10-27,1.33,1.33,1.31,1.325,22708,,,,,,1.3250000000000002,1.40059876159251,1.4288014929437467,-0.02820273135123696,
LXRX,2020-10-26,1.32,1.3499,1.32,1.33,28501,,,,,,1.3300000000000003,1.4143439909729665,1.4371056123792467,-0.02276162140628024,
LXRX,2020-10-23,1.37,1.375,1.35,1.365,37852,,,,,,1.3650000000000002,1.4296792620589605,1.4456740613695864,-0.015994799310625973,
LXRX,2020-10-22,1.4,1.4,1.36,1.36,39825,,,,,,1.3600000000000003,1.4414391278878624,1.4521279862791532,-0.010688858391290744,
LXRX,2020-10-21,1.39,1.41,1.39,1.4,33549,,,,,,1.4000000000000006,1.456246242049292,1.4594982251814854,-0.003251983132193548,
LXRX,2020-10-20,1.42,1.4343,1.405,1.41,77355,,,,,,1.4100000000000006,1.4664728315127995,1.4642580831960044,0.0022147483167953568,
LXRX,2020-10-19,1.49,1.5,1.45,1.455,50923,,,,,,1.4550000000000007,1.4767406190605814,1.4685987298516847,0.008141889208896691,
LXRX,2020-10-16,1.5,1.51,1.49,1.51,16777,,,,,,1.510000000000001,1.4806934588897782,1.4696866282398195,0.011006830649958664,
LXRX,2020-10-15,1.46,1.46,1.43,1.455,49365,,,,,,1.4550000000000007,1.4753649968697382,1.4664615584990048,0.00890343837073293,
LXRX,2020-10-14,1.46,1.48,1.44,1.44,69701,,,,,,1.4400000000000004,1.4790677235733267,1.4673784831789254,0.011689240394401336,
LXRX,2020-10-13,1.49,1.5075,1.48,1.495,19107,,,,,,1.4950000000000006,1.4861709460412045,1.4695687618332394,0.01660218420796511,
LXRX,2020-10-12,1.57,1.57,1.52,1.525,24828,,,,,,1.5250000000000004,1.4845656635032416,1.4675342627798984,0.01703140072334319,
LXRX,2020-10-09,1.57,1.59,1.55,1.57,44436,,,,,,1.5700000000000007,1.4772139659583765,1.4629370038022902,0.014276962156086091,
LXRX,2020-10-08,1.51,1.53,1.5,1.525,54962,,,,,,1.5250000000000006,1.4603437779508084,1.4543719641064734,0.0059718138443349824,
LXRX,2020-10-07,1.45,1.47,1.45,1.455,51813,,,,,,1.4550000000000003,1.4485881012145918,1.4487217212349912,-0.00013362002039940538,
LXRX,2020-10-06,1.45,1.45,1.42,1.425,64192,,,,,,1.4250000000000007,1.4474223014354268,1.4482194589337904,-0.0007971574983636209,
LXRX,2020-10-05,1.46,1.48,1.43,1.4518,67974,,,,,,1.4518000000000006,1.4514990835145951,1.4500770156484937,0.0014220678661016615,
LXRX,2020-10-02,1.43,1.43,1.4027,1.415,60522,,,,,,1.4150000000000005,1.45144437142634,1.449939176900373,0.0015051945259667574,
LXRX,2020-10-01,1.46,1.4633,1.4304,1.45,33632,,,,,,1.4500000000000002,1.4580706207765837,1.4527343110524031,0.005336309724180532,
LXRX,2020-09-30,1.47,1.48,1.45,1.45,47964,,,,,,1.4500000000000004,1.459538006372326,1.4529530559365953,0.006584950435730708,
LXRX,2020-09-29,1.55,1.55,1.5,1.5,45129,,,,,,1.5000000000000002,1.4612721893491123,1.4531893004115228,0.008082888937589683,
LXRX,2020-09-28,1.65,1.665,1.5,1.505,334096,,,,,,1.505,1.4542307692307692,1.4494444444444443,0.004786324786324681,
LXRX,2020-09-25,1.44,1.4588,1.44,1.445,26047,,,,,,1.4450000000000005,1.445,1.445,0.0,
