Symbol,Date,Open,High,Low,Close,Volume,RYCEF SMA_x,RYCEF spanTwelveEMA_x,RYCEF spanTwntySixEMA_x,RYCEF_x,RYCEF_y,RYCEF SMA_y,RYCEF spanTwelveEMA_y,RYCEF spanTwntySixEMA_y,RYCEF_x,RYCEF_y
RYCEF,2020-10-29,0.9931,1.01,0.96525,1.0,216647,1.0,2.2778314225780285,2.2732736143067447,0.004557808271282937,0.17910864370417204,1.0,2.270418991195471,2.2428256611946256,0.027593330000845292,0.1791086437041721
RYCEF,2020-10-28,1.14,1.14,1.08,1.12,174120,1.12,2.5101644085013057,2.3751355034512844,0.1350289050500213,0.2227463525623941,1.12,2.5014042623219197,2.342251714090196,0.1591525482317242,0.22274635256239414
RYCEF,2020-10-27,2.83,2.94,2.83,2.83,24515,2.83,2.7629215736833608,2.4755463437273875,0.2873752299559737,0.24467571444048736,2.83,2.7525686736531783,2.4400318512174115,0.31253682243576675,0.24467571444048736
RYCEF,2020-10-26,3.02,3.16,3.0,3.13,32868,3.13,2.750725496171245,2.447190051225579,0.30353544494566664,0.2340008355616159,3.13,2.7384902506810294,2.4088343993148045,0.32965585136622444,0.23400083556161586
RYCEF,2020-10-23,3.04,3.09,3.04,3.04,8361,3.04,2.681766495475108,2.3925652553236247,0.28920124015148296,0.2166171832156033,3.04,2.6673066598957607,2.3511411512599887,0.3161655086357724,0.21661718321560325
RYCEF,2020-10-22,2.925,2.93,2.9,2.9,10025,2.8999999999999995,2.6166331310160373,2.3407704757495162,0.27586265526652154,0.19847116898163325,2.8999999999999995,2.5995442344222632,2.2960324433607884,0.3035117910614753,0.19847116898163317
RYCEF,2020-10-21,2.93,2.98,2.93,2.98,3470,2.979999999999998,2.5651118821098606,2.2960321138094764,0.2690797683003852,0.1791232974104112,2.979999999999998,2.5449159134081287,2.247715038829651,0.2972008745784782,0.17912329741041116
RYCEF,2020-10-20,2.86,3.0,2.86,3.0,15647,2.9999999999999987,2.489677678857109,2.2413146829142336,0.24836299594287506,0.15663417968791782,2.9999999999999987,2.4658097158459706,2.189132241936023,0.27667747390994796,0.15663417968791787
RYCEF,2020-10-19,2.83,2.9,2.8,2.8,13290,2.799999999999999,2.3968918022856744,2.1806198575473728,0.2162719447383017,0.1337019756241784,2.799999999999999,2.368684209636148,2.1242628212909054,0.24442138834524266,0.13370197562417846
RYCEF,2020-10-16,2.83,2.83,2.74,2.77,13900,2.7699999999999987,2.3235994027012516,2.131069446151163,0.19252995655008887,0.11305948334564755,2.7699999999999987,2.29026315684272,2.0702038469941773,0.2200593098485424,0.11305948334564762
RYCEF,2020-10-15,2.37,2.37,2.37,2.37,3200,2.3699999999999988,2.242435657737844,2.0799550018432558,0.16248065589458704,0.09319186504453714,2.3699999999999988,2.2030382762686687,2.0142201547537115,0.18881812151495714,0.0931918650445373
RYCEF,2020-10-14,2.35,2.38,2.34,2.34,6385,2.339999999999999,2.2192421409629053,2.056751401990716,0.16249073897218924,0.07586966733202466,2.339999999999999,2.172681599226608,1.9857577671340083,0.18692383209259966,0.07586966733202452
RYCEF,2020-10-13,2.45,2.45,2.36,2.39,19153,2.3899999999999992,2.1972861665925243,2.0340915141499734,0.16319465244255096,0.0542143994219835,2.3899999999999992,2.142260071813264,1.9574183885047287,0.1848416833085349,0.054214399421983334
RYCEF,2020-10-12,2.95,3.06,2.95,3.005,20375,3.0049999999999986,2.1622472877911654,2.005618835281972,0.1566284525091941,0.02696933616684164,3.0049999999999986,2.0972164485065847,1.9228118595851076,0.17440458892147734,0.02696933616684143
RYCEF,2020-10-09,2.9,2.9,2.7,2.7,86613,2.6999999999999984,2.0090195219350138,1.925668342104529,0.08335117983048468,-0.005445442918746369,2.6999999999999984,1.9321648936896003,1.836236808351916,0.09592808533768428,-0.005445442918746518
RYCEF,2020-10-08,2.38,2.49,2.375,2.45,94970,2.4499999999999984,1.8833867077413797,1.863721809472892,0.019664898268488832,-0.02764459860605413,2.4499999999999984,1.792558510724073,1.767135753020069,0.0254227577040036,-0.027644598606054317
RYCEF,2020-10-07,2.09,2.09,1.99,2.0,19446,1.9999999999999984,1.7803661091489038,1.8168195542307224,-0.0364534450818188,-0.03947197282468976,1.9999999999999984,1.6730236944920858,1.7125066132616744,-0.039482918769588426,-0.039471972824689824
RYCEF,2020-10-06,1.81,1.89,1.81,1.87,106552,1.8699999999999983,1.7404326744487044,1.8021651185691805,-0.06173244412047608,-0.040226604760407535,1.8699999999999983,1.6135734571270106,1.6895071423226085,-0.07593368519559784,-0.04022660476040763
RYCEF,2020-10-05,1.55,1.59,1.54,1.565,18730,1.5649999999999982,1.7168749788939237,1.7967383280547151,-0.07986334916079141,-0.0348501449203904,1.5649999999999982,1.5669504493319215,1.6750677137084171,-0.10811726437649538,-0.03485014492039052
RYCEF,2020-10-02,1.36,1.43,1.33,1.43,36402,1.4299999999999984,1.7444886114200913,1.815277394299092,-0.07078878287900081,-0.02359684386029015,1.4299999999999984,1.5673050764831802,1.6838731308050905,-0.11656805432191032,-0.023596843860290297
RYCEF,2020-10-01,1.52,1.52,1.48,1.485,60719,1.4849999999999983,1.801668358951017,1.84609958584302,-0.04443122689200242,-0.011798859105612595,1.4849999999999983,1.5922696358437585,1.7041829812694975,-0.11191334542573927,-0.011798859105612663
RYCEF,2020-09-30,1.73,1.735,1.71,1.735,46628,1.7349999999999983,1.8592444242148385,1.8749875527104607,-0.015743128495622427,-0.003640767159015089,1.7349999999999983,1.611773205997169,1.7217176197710575,-0.10994441377388853,-0.0036407671590150594
RYCEF,2020-09-29,1.86,1.86,1.82,1.82,15408,1.8199999999999985,1.8818343195266272,1.8861865569272973,-0.004352237400670367,-0.0006151768248633082,1.8199999999999985,1.5893683343602905,1.7206550293527418,-0.1312866949924516,-0.0006151768248632728
RYCEF,2020-09-28,1.84,1.91,1.84,1.91,20150,1.909999999999998,1.893076923076923,1.8914814814814809,0.0015954415954415602,0.00031908831908840086,1.909999999999998,1.5474353042439797,1.7127074317009614,-0.16527212745698172,0.00031908831908844526
RYCEF,2020-09-25,1.89,1.91,1.87,1.89,63300,1.889999999999998,1.89,1.89,0.0,0.0,1.889999999999998,1.4815144504701578,1.6969240262370382,-0.2154095757668804,0.0
RYCEF,2020-11-12,1.22,1.22,1.18,1.21,130092,,,,,,1.209999999999998,1.4072443505556411,1.6814779483360014,-0.2742335977803603,
RYCEF,2020-11-11,1.37,1.37,1.3,1.32,120127,,,,,,1.319999999999998,1.443106959747576,1.7191961842028811,-0.2760892244553055,
RYCEF,2020-11-10,1.47,1.53,1.47,1.515,96649,,,,,,1.514999999999998,1.4654900433380442,1.751131878939112,-0.2856418356010677,
RYCEF,2020-11-09,1.35,1.48,1.35,1.47,193057,,,,,,1.4699999999999982,1.4564882330358704,1.7700224292542408,-0.3135341962183704,
RYCEF,2020-11-06,0.925,0.925,0.8935,0.91,59422,,,,,,0.9099999999999979,1.4540315481333017,1.7940242235945802,-0.3399926754612788,
RYCEF,2020-11-05,1.06,1.06,0.9501,0.98,125620,,,,,,0.9799999999999979,1.5529463750666288,1.8647461614821468,-0.311799786415518,
RYCEF,2020-11-04,1.06,1.07,1.055,1.065,15390,,,,,,1.0649999999999982,1.6571184432605617,1.9355258544007183,-0.2784074111401571,
RYCEF,2020-11-03,1.05,1.05,1.015,1.04,32575,,,,,,1.0399999999999985,1.7647763420352092,2.0051679227527757,-0.2403915807175669,
RYCEF,2020-11-02,0.965,0.965,0.92,0.94,52336,,,,,,0.9399999999999982,1.896553858768884,2.082381356572998,-0.18582749780411434,
RYCEF,2020-10-30,0.95,0.95,0.9158,0.93,29801,,,,,,0.9299999999999984,2.070472742181408,2.1737718650988382,-0.10329912291742982,
RYCEF,2020-10-29,0.9931,1.01,0.96525,1.0,216647,,,,,,0.9999999999999984,2.277831422578028,2.2732736143067447,0.004557808271282937,
RYCEF,2020-10-28,1.14,1.14,1.08,1.12,174120,,,,,,1.1199999999999983,2.5101644085013057,2.3751355034512844,0.1350289050500213,
RYCEF,2020-10-27,2.83,2.94,2.83,2.83,24515,,,,,,2.8299999999999983,2.7629215736833608,2.4755463437273875,0.2873752299559737,
RYCEF,2020-10-26,3.02,3.16,3.0,3.13,32868,,,,,,3.129999999999998,2.750725496171245,2.447190051225579,0.30353544494566664,
RYCEF,2020-10-23,3.04,3.09,3.04,3.04,8361,,,,,,3.0399999999999983,2.681766495475108,2.3925652553236247,0.28920124015148296,
RYCEF,2020-10-22,2.925,2.93,2.9,2.9,10025,,,,,,2.8999999999999977,2.6166331310160373,2.340770475749516,0.27586265526652154,
RYCEF,2020-10-21,2.93,2.98,2.93,2.98,3470,,,,,,2.9799999999999973,2.565111882109861,2.2960321138094764,0.2690797683003852,
RYCEF,2020-10-20,2.86,3.0,2.86,3.0,15647,,,,,,2.999999999999997,2.489677678857109,2.2413146829142336,0.24836299594287506,
RYCEF,2020-10-19,2.83,2.9,2.8,2.8,13290,,,,,,2.799999999999997,2.3968918022856744,2.1806198575473728,0.2162719447383017,
RYCEF,2020-10-16,2.83,2.83,2.74,2.77,13900,,,,,,2.769999999999997,2.323599402701252,2.131069446151163,0.19252995655008887,
RYCEF,2020-10-15,2.37,2.37,2.37,2.37,3200,,,,,,2.369999999999997,2.2424356577378433,2.079955001843256,0.16248065589458704,
RYCEF,2020-10-14,2.35,2.38,2.34,2.34,6385,,,,,,2.339999999999997,2.2192421409629053,2.056751401990716,0.16249073897218924,
RYCEF,2020-10-13,2.45,2.45,2.36,2.39,19153,,,,,,2.389999999999997,2.1972861665925243,2.0340915141499734,0.16319465244255096,
RYCEF,2020-10-12,2.95,3.06,2.95,3.005,20375,,,,,,3.004999999999997,2.1622472877911654,2.0056188352819717,0.1566284525091941,
RYCEF,2020-10-09,2.9,2.9,2.7,2.7,86613,,,,,,2.6999999999999966,2.0090195219350138,1.925668342104529,0.08335117983048468,
RYCEF,2020-10-08,2.38,2.49,2.375,2.45,94970,,,,,,2.4499999999999966,1.88338670774138,1.8637218094728916,0.019664898268488832,
RYCEF,2020-10-07,2.09,2.09,1.99,2.0,19446,,,,,,1.9999999999999964,1.7803661091489038,1.8168195542307224,-0.0364534450818188,
RYCEF,2020-10-06,1.81,1.89,1.81,1.87,106552,,,,,,1.8699999999999968,1.7404326744487044,1.8021651185691805,-0.06173244412047608,
RYCEF,2020-10-05,1.55,1.59,1.54,1.565,18730,,,,,,1.5649999999999964,1.7168749788939237,1.7967383280547151,-0.07986334916079141,
RYCEF,2020-10-02,1.36,1.43,1.33,1.43,36402,,,,,,1.4299999999999966,1.7444886114200913,1.8152773942990916,-0.07078878287900081,
RYCEF,2020-10-01,1.52,1.52,1.48,1.485,60719,,,,,,1.4849999999999963,1.801668358951017,1.8460995858430196,-0.044431226892002414,
RYCEF,2020-09-30,1.73,1.735,1.71,1.735,46628,,,,,,1.7349999999999963,1.8592444242148385,1.8749875527104607,-0.015743128495622427,
RYCEF,2020-09-29,1.86,1.86,1.82,1.82,15408,,,,,,1.8199999999999965,1.8818343195266272,1.8861865569272973,-0.004352237400670367,
RYCEF,2020-09-28,1.84,1.91,1.84,1.91,20150,,,,,,1.9099999999999964,1.893076923076923,1.891481481481481,0.0015954415954415602,
RYCEF,2020-09-25,1.89,1.91,1.87,1.89,63300,,,,,,1.8899999999999963,1.89,1.89,0.0,
