Symbol,Date,Open,High,Low,Close,Volume,IAG SMA_x,IAG spanTwelveEMA_x,IAG spanTwntySixEMA_x,IAG_x,IAG_y,IAG SMA_y,IAG spanTwelveEMA_y,IAG spanTwntySixEMA_y,IAG_x.1,IAG_y.1,IAG SMA_x.1,IAG spanTwelveEMA_x.1,IAG spanTwntySixEMA_x.1,IAG_x.1.1,IAG_y.1.1,IAG SMA_y.1,IAG spanTwelveEMA_y.1,IAG spanTwntySixEMA_y.1,IAG_x,IAG_y
IAG,2021-02-03,3.44,3.5,3.44,3.49,272768,,,,,,,,,,,,,,,,3.49,3.40807491956176,3.377145592316144,0.0309293272456159,
IAG,2021-02-02,3.44,3.44,3.355,3.4,835177,,,,,,,,,,,,,,,,3.4,3.3931794503911705,3.3681172397014354,0.0250622106897351,
IAG,2021-02-01,3.5,3.52,3.39,3.39,1270609,,,,,,,,,,,,,,,,3.39,3.3919393504622923,3.36556661887755,0.0263727315847424,
IAG,2021-01-29,3.51,3.55,3.45,3.5111,1016160,,,,,,,,,,,,,,,,3.5111,3.3922919596372543,3.363611948387754,0.0286800112495004,
IAG,2021-01-28,3.39,3.48,3.3775,3.39,1264398,,,,,,,,,,,,,,,,3.39,3.3706904977531185,3.3518129042587743,0.0188775934943441,
IAG,2021-01-27,3.4,3.4,3.27,3.31,912787,,,,,,,,,,,,,,,,3.31,3.3671796791627764,3.348757936599476,0.0184217425633002,
IAG,2021-01-26,3.39,3.44,3.3744,3.435,512458,,,,,,,,,,,,,,,,3.435,3.3775759844650994,3.3518585715274343,0.0257174129376651,
IAG,2021-01-25,3.48,3.51,3.43,3.44,414110,,,,,,,,,,,,,,,,3.44,3.3671352543678448,3.345207257249629,0.0219279971182158,
IAG,2021-01-22,3.34,3.41,3.3248,3.4,747744,,,,,,,,,,,,,,,,3.4,3.3538871187983617,3.3376238378295997,0.0162632809687623,
IAG,2021-01-21,3.49,3.5,3.405,3.435,886706,,,,,,,,,,,,,,,,3.435,3.345502958579882,3.332633744855967,0.0128692137239148,
IAG,2021-01-20,3.41,3.46,3.37,3.38,840042,,,,,,,,,,,,,,,,3.38,3.329230769230769,3.3244444444444445,0.0047863247863246,
IAG,2021-01-19,3.35,3.35,3.28,3.32,876503,,,,,,,,,,,,,,,,3.32,3.32,3.32,0.0,
