Symbol,Date,Open,High,Low,Close,Volume,RUBY SMA,RUBY spanTwelveEMA_x,RUBY spanTwntySixEMA_x,RUBY_x,RUBY_y,RUBY spanTwelveEMA_y,RUBY spanTwntySixEMA_y,RUBY
RUBY,2020-10-13,5.64,5.8138,5.64,5.7164,5413,5.7163999999999975,5.2854917927633185,5.178800201733893,0.10669159102942327,0.0419126445866803,5.2854917927633185,5.178800201733895,0.10669159102942327
RUBY,2020-10-12,5.42,5.44,5.04,5.36,8305,5.359999999999996,5.207144845993011,5.1357922178726065,0.07135262812040555,0.025717907975994117,5.207144845993012,5.1357922178726065,0.07135262812040555
RUBY,2020-10-09,5.4,5.5,5.2524,5.5,2869,5.4999999999999964,5.1793529998099235,5.117855595302416,0.061497404507507625,0.014309227939891696,5.1793529998099235,5.117855595302416,0.061497404507507625
RUBY,2020-10-08,5.48,5.48,5.39,5.45,1943,5.4499999999999975,5.121053545229909,5.087284042926608,0.03376950230329978,0.002512183797987493,5.121053545229909,5.087284042926609,0.03376950230329978
RUBY,2020-10-07,5.26,5.26,5.21,5.21,2299,5.2099999999999955,5.061245098908075,5.058266766360738,0.002978332547336926,-0.0053021458283408025,5.061245098908075,5.058266766360738,0.002978332547336926
RUBY,2020-10-06,5.21,5.31,5.2,5.27,10689,5.269999999999997,5.034198753254998,5.046128107669596,-0.0119293544145993,-0.007372265422260233,5.034198753254998,5.046128107669597,-0.011929354414599302
RUBY,2020-10-05,4.73,4.85,4.73,4.76,3620,4.759999999999998,4.991325799301362,5.0282183562831655,-0.03689255698180372,-0.006232993174175689,4.991325799301361,5.028218356283165,-0.036892556981803715
RUBY,2020-10-02,4.92,4.92,4.72,4.72,8743,4.719999999999997,5.033385035537972,5.049675824785819,-0.016290789247846327,0.0014318977777313196,5.033385035537972,5.049675824785818,-0.016290789247846327
RUBY,2020-10-01,5.02,5.09,5.01,5.08,1992,5.079999999999997,5.090364132908513,5.076049890768684,0.01431424213982968,0.005862569534125953,5.090364132908513,5.076049890768683,0.01431424213982968
RUBY,2020-09-30,5.01,5.24,5.01,5.24,7179,5.239999999999997,5.09224852071006,5.0757338820301765,0.016514638679881344,0.0037496513827002436,5.09224852071006,5.075733882030178,0.016514638679881344
RUBY,2020-09-29,5.13,5.55,5.06,5.095,7370,5.094999999999997,5.065384615384615,5.062592592592591,0.002792022792022841,0.0005584045584047459,5.065384615384615,5.062592592592592,0.0027920227920228413
RUBY,2020-09-28,5.04,5.08,4.99,5.06,6381,5.059999999999998,5.06,5.06,0.0,0.0,5.06,5.06,0.0
