Symbol,Date,Open,High,Low,Close,Volume,REI SMA,REI spanTwelveEMA_x,REI spanTwntySixEMA_x,REI_x,REI_y,REI spanTwelveEMA_y,REI spanTwntySixEMA_y,REI
REI,2020-10-19,0.6979,0.6999,0.69,0.6999,8273,0.6998999999999999,0.7253682400334778,0.7163166415402299,0.00905159849324777,0.011906354298745677,0.7253682400334778,0.71631664154023,0.00905159849324777
REI,2020-10-16,0.7001,0.721,0.6920000000000001,0.72,69900,0.7199999999999998,0.7299988291304738,0.7176299728634484,0.01236885626702533,0.012620043250120122,0.7299988291304738,0.7176299728634484,0.01236885626702533
REI,2020-10-15,0.71,0.73,0.70501,0.705122,33991,0.7051219999999998,0.7318167980632873,0.7174403706925243,0.014376427370762944,0.01268283999589382,0.7318167980632873,0.7174403706925243,0.014376427370762945
REI,2020-10-14,0.755,0.755,0.72631,0.7440000000000001,79244,0.7440000000000001,0.7366703977111576,0.7184258403479262,0.018244557363231384,0.01225944315217654,0.7366703977111576,0.7184258403479262,0.018244557363231384
REI,2020-10-13,0.7525,0.7699,0.7403,0.7442,32884,0.7441999999999999,0.7353377427495499,0.7163799075757603,0.01895783517378957,0.010763164599412829,0.7353377427495499,0.7163799075757603,0.018957835173789572
REI,2020-10-12,0.83,0.83,0.762,0.762,125270,0.7619999999999998,0.7337264232494681,0.7141543001818211,0.019572123067647,0.00871449695581864,0.7337264232494681,0.7141543001818211,0.019572123067646996
REI,2020-10-09,0.85,0.8799,0.8476,0.86,489857,0.8599999999999999,0.7285857729311896,0.7103266441963668,0.018259128734822827,0.00600009042786155,0.7285857729311896,0.7103266441963668,0.018259128734822827
REI,2020-10-08,0.73,0.73,0.71001,0.715,28186,0.7149999999999997,0.7046922771004968,0.6983527757320761,0.006339501368420653,0.0029353308511212302,0.7046922771004968,0.6983527757320761,0.0063395013684206525
REI,2020-10-07,0.7006,0.73,0.69,0.71545,14335,0.7154499999999998,0.7028181456642234,0.6970209977906422,0.00579714787358121,0.002084288221796374,0.7028181456642234,0.6970209977906422,0.00579714787358121
REI,2020-10-06,0.715,0.7351,0.715,0.7340000000000001,46440,0.7339999999999999,0.7005214448759003,0.6955466776138935,0.004974767262006741,0.0011560733088501645,0.7005214448759003,0.6955466776138935,0.004974767262006741
REI,2020-10-05,0.72,0.73,0.711,0.711,40466,0.7109999999999997,0.6944344348533368,0.692470411823005,0.0019640230303318296,0.00020139982056102036,0.6944344348533368,0.692470411823005,0.0019640230303318296
REI,2020-10-02,0.67,0.7,0.66,0.695,98826,0.6949999999999997,0.6914225139175798,0.6909880447688453,0.0004344691487344621,-0.00023925598188168198,0.6914225139175798,0.6909880447688453,0.0004344691487344621
REI,2020-10-01,0.6809,0.715,0.68,0.7051,118605,0.7050999999999997,0.6907720619025943,0.6906670883503531,0.00010497355224137196,-0.00040768726453571804,0.6907720619025943,0.690667088350353,0.00010497355224137195
REI,2020-09-30,0.69,0.6995,0.6801,0.6902699999999999,40897,0.6902699999999998,0.6881669822485206,0.6895124554183812,-0.001345473169860667,-0.0005358524687299627,0.6881669822485206,0.6895124554183812,-0.001345473169860667
REI,2020-09-29,0.68,0.6909,0.6701,0.6701,23159,0.6700999999999999,0.6877846153846153,0.6894518518518518,-0.0016672364672364324,-0.0003334472934472865,0.6877846153846153,0.6894518518518518,-0.0016672364672364326
REI,2020-09-28,0.67,0.7,0.67,0.691,64047,0.691,0.691,0.691,0.0,0.0,0.691,0.691,0.0
