Symbol,Date,Open,High,Low,Close,Volume,NCTY SMA,NCTY spanTwelveEMA_x,NCTY spanTwntySixEMA_x,NCTY_x,NCTY_y,NCTY spanTwelveEMA_y,NCTY spanTwntySixEMA_y,NCTY
NCTY,2020-10-27,2.15,2.2,2.12,2.1201,29800,2.1201000000000008,2.6398513653318707,3.603491952089204,-0.9636405867573332,-1.0096741262711086,2.6398513653318707,3.603491952089204,-0.9636405867573332
NCTY,2020-10-26,2.28,2.28,2.23,2.24,20612,2.240000000000001,2.7343516135740287,3.722163308256341,-0.987811694682312,-1.0211825111495525,2.7343516135740287,3.7221633082563406,-0.9878116946823119
NCTY,2020-10-23,2.37,2.37,2.3,2.3179,12614,2.3179000000000007,2.8242337251329435,3.840736372916848,-1.0165026477839048,-1.0295252152663623,2.824233725132943,3.8407363729168478,-1.0165026477839048
NCTY,2020-10-22,2.18,2.3,2.18,2.26,47346,2.2600000000000007,2.9162944024298416,3.9625632827501964,-1.0462688803203537,-1.0327808571369768,2.916294402429842,3.9625632827501955,-1.0462688803203535
NCTY,2020-10-21,2.26,2.35,2.21,2.29,49544,2.290000000000001,3.0356206574170863,4.098768345370211,-1.063147687953125,-1.0294088513411324,3.0356206574170863,4.098768345370211,-1.063147687953125
NCTY,2020-10-20,2.36,2.48,2.3201,2.3999,65888,2.399900000000001,3.1711880496747384,4.2434698129998285,-1.07228176332509,-1.0209741421881342,3.1711880496747384,4.2434698129998285,-1.07228176332509
NCTY,2020-10-19,2.26,2.55,2.16,2.36,243086,2.3600000000000017,3.311422240524691,4.390955398039814,-1.0795331575151232,-1.0081472369038953,3.311422240524691,4.390955398039814,-1.0795331575151232
NCTY,2020-10-16,2.784,2.837,2.615,2.835,52517,2.8350000000000017,3.4844081024382723,4.553431829882999,-1.0690237274447276,-0.9903007567510884,3.484408102438272,4.553431829882999,-1.0690237274447276
NCTY,2020-10-15,2.756,2.7880000000000003,2.51,2.644,252553,2.644000000000002,3.6024823028815938,4.690906376273639,-1.0884240733920447,-0.9706200140776784,3.602482302881594,4.690906376273639,-1.0884240733920447
NCTY,2020-10-14,3.076,3.099,3.043,3.052,34001,3.052000000000002,3.7767518124964297,4.85465888637553,-1.0779070738791003,-0.9411689992490868,3.7767518124964297,4.85465888637553,-1.0779070738791003
NCTY,2020-10-13,3.165,3.165,3.08,3.12767,71200,3.127670000000001,3.908524869313962,4.998871597285572,-1.0903467279716104,-0.9069844805915832,3.908524869313962,4.998871597285572,-1.0903467279716104
NCTY,2020-10-12,3.134,3.145,3.08,3.112,105871,3.112000000000002,4.0504984819165015,5.1485677250684185,-1.098069243151918,-0.8611439187465764,4.050498481916501,5.1485677250684185,-1.098069243151918
NCTY,2020-10-09,3.199,3.44,3.141,3.38,508320,3.3800000000000017,4.221134569537682,5.311493143073891,-1.0903585735362098,-0.8019125876452411,4.221134569537682,5.311493143073892,-1.0903585735362098
NCTY,2020-10-08,3.209,3.23,3.13,3.207,90837,3.2070000000000016,4.374068127635443,5.466012594519802,-1.0919444668843603,-0.729801091172499,4.374068127635443,5.466012594519803,-1.0919444668843603
NCTY,2020-10-07,3.2,3.21999,3.112,3.14501,121285,3.145010000000002,4.586262332660068,5.6467336020813885,-1.0604712694213188,-0.6392652472445338,4.586262332660069,5.646733602081388,-1.0604712694213188
NCTY,2020-10-06,3.189,3.196,3.1,3.153,81333,3.153000000000002,4.848308211325536,5.846871490247897,-0.9985632789223624,-0.5339637417003371,4.848308211325536,5.846871490247898,-0.9985632789223624
NCTY,2020-10-05,3.199,3.28,3.152,3.1801,188335,3.1801000000000017,5.156546067930178,6.0623812094677305,-0.9058351415375512,-0.4178138573948312,5.156546067930179,6.0623812094677305,-0.9058351415375512
NCTY,2020-10-02,3.03,3.12,3.03,3.05,75364,3.0500000000000016,5.515899898462938,6.292963706225151,-0.777063807762211,-0.2958085363591509,5.515899898462939,6.29296370622515,-0.777063807762211
NCTY,2020-10-01,3.08,3.1,3.0,3.06,150783,3.0600000000000023,5.964245334547107,6.552400802723161,-0.5881554681760521,-0.17549471850838544,5.964245334547109,6.552400802723161,-0.5881554681760521
NCTY,2020-09-30,3.25,3.347,3.15,3.1630000000000003,592155,3.1630000000000025,6.4922899408284005,6.831792866941012,-0.3395029261126128,-0.07232953109146853,6.492289940828401,6.831792866941014,-0.3395029261126128
NCTY,2020-09-29,6.644,6.999,6.6,6.8039999999999985,10536,6.804000000000002,7.097615384615384,7.1252962962962965,-0.02768091168091136,-0.00553618233618245,7.097615384615384,7.125296296296296,-0.027680911680911358
NCTY,2020-09-28,6.6,7.35,6.5,7.151,42066,7.1510000000000025,7.151,7.151,0.0,0.0,7.151,7.151,0.0
