Symbol,Date,Open,High,Low,Close,Volume,LXRX SMA,LXRX spanTwelveEMA_x,LXRX spanTwntySixEMA_x,LXRX_x,LXRX_y,LXRX spanTwelveEMA_y,LXRX spanTwntySixEMA_y,LXRX
LXRX,2020-10-29,1.25,1.25,1.16,1.2,200545,1.2000000000000002,1.3538251591622732,1.410423459675725,-0.05659830051345183,-0.03247311480172993,1.3538251591622732,1.410423459675725,-0.05659830051345183
LXRX,2020-10-28,1.3,1.3,1.26,1.27,39140,1.2700000000000002,1.38179336991905,1.4272573364497831,-0.045463966530733035,-0.02644181837379945,1.38179336991905,1.4272573364497831,-0.045463966530733035
LXRX,2020-10-27,1.33,1.33,1.31,1.325,22708,1.3250000000000002,1.4021194371770591,1.4398379233657659,-0.03771848618870677,-0.021686281334566047,1.4021194371770591,1.4398379233657659,-0.03771848618870677
LXRX,2020-10-26,1.32,1.3499,1.32,1.33,28501,1.3300000000000003,1.4161411530274337,1.4490249572350271,-0.032883804207593625,-0.01767823012103081,1.4161411530274335,1.4490249572350271,-0.032883804207593625
LXRX,2020-10-23,1.37,1.375,1.35,1.365,37852,1.3650000000000002,1.4318031808506029,1.4585469538138294,-0.026743772963226282,-0.013876836599390159,1.431803180850603,1.4585469538138294,-0.026743772963226276
LXRX,2020-10-22,1.4,1.4,1.36,1.36,39825,1.3600000000000003,1.4439492137325312,1.4660307101189356,-0.02208149638640466,-0.010660102508431073,1.443949213732531,1.4660307101189356,-0.022081496386404664
LXRX,2020-10-21,1.39,1.41,1.39,1.4,33549,1.4000000000000006,1.4592127071384455,1.4745131669284504,-0.015300459790004828,-0.0078047540389377295,1.4592127071384455,1.4745131669284504,-0.015300459790004828
LXRX,2020-10-20,1.42,1.4343,1.405,1.41,77355,1.4100000000000006,1.4699786538908903,1.4804742202827266,-0.010495566391836242,-0.005930827601170953,1.4699786538908903,1.4804742202827266,-0.010495566391836242
LXRX,2020-10-19,1.49,1.5,1.45,1.455,50923,1.4550000000000007,1.4808838636892343,1.486112157905345,-0.00522829421611104,-0.0047896429035046316,1.4808838636892339,1.486112157905345,-0.00522829421611104
LXRX,2020-10-16,1.5,1.51,1.49,1.51,16777,1.510000000000001,1.48559002072364,1.4886011305377724,-0.003011109814132329,-0.004679980075353084,1.48559002072364,1.4886011305377724,-0.003011109814132329
LXRX,2020-10-15,1.46,1.46,1.43,1.455,49365,1.4550000000000007,1.4811518426733932,1.4868892209807942,-0.005737378307401286,-0.0050971976406582725,1.481151842673393,1.4868892209807942,-0.005737378307401286
LXRX,2020-10-14,1.46,1.48,1.44,1.44,69701,1.4400000000000004,1.4859067231594645,1.4894403586592575,-0.0035336354997932405,-0.004937152473972574,1.4859067231594645,1.4894403586592577,-0.0035336354997932418
LXRX,2020-10-13,1.49,1.5075,1.48,1.495,19107,1.4950000000000006,1.4942534000975491,1.4933955873519984,0.0008578127455507456,-0.005288031717517462,1.4942534000975491,1.4933955873519984,0.0008578127455507456
LXRX,2020-10-12,1.57,1.57,1.52,1.525,24828,1.5250000000000004,1.49411765466074,1.4932672343401583,0.0008504203205816907,-0.006824492833284514,1.49411765466074,1.4932672343401583,0.0008504203205816907
LXRX,2020-10-09,1.57,1.59,1.55,1.57,44436,1.5700000000000007,1.4885026827808745,1.490728613087371,-0.0022259303064964264,-0.008743221121751065,1.4885026827808745,1.490728613087371,-0.0022259303064964264
LXRX,2020-10-08,1.51,1.53,1.5,1.525,54962,1.5250000000000006,1.4736849887410337,1.4843869021343603,-0.010701913393327043,-0.010372543825564724,1.4736849887410335,1.4843869021343605,-0.010701913393327045
LXRX,2020-10-07,1.45,1.47,1.45,1.455,51813,1.4550000000000003,1.4643549866939487,1.4811378543051097,-0.016782867611160768,-0.010290201433624257,1.4643549866939487,1.4811378543051095,-0.016782867611160768
LXRX,2020-10-06,1.45,1.45,1.42,1.425,64192,1.4250000000000007,1.4660558933655758,1.483228882649518,-0.017172989283942286,-0.008667034889240071,1.4660558933655758,1.4832288826495181,-0.017172989283942286
LXRX,2020-10-05,1.46,1.48,1.43,1.4518,67974,1.4518000000000006,1.4735206012502258,1.4878871932614794,-0.014366592011253674,-0.0065405462905645745,1.4735206012502258,1.4878871932614794,-0.014366592011253676
LXRX,2020-10-02,1.43,1.43,1.4027,1.415,60522,1.4150000000000005,1.4774698014775394,1.4907741687223983,-0.013304367244858506,-0.004584034860392297,1.4774698014775394,1.4907741687223979,-0.013304367244858506
LXRX,2020-10-01,1.46,1.4633,1.4304,1.45,33632,1.4500000000000002,1.4888279472007284,1.49683610222019,-0.008008155019461505,-0.0024039517642756893,1.4888279472007284,1.49683610222019,-0.008008155019461505
LXRX,2020-09-30,1.47,1.48,1.45,1.45,47964,1.4500000000000004,1.4958875739644972,1.5005829903978052,-0.004695416433307953,-0.0010029009504792352,1.4958875739644972,1.5005829903978052,-0.004695416433307953
LXRX,2020-09-29,1.55,1.55,1.5,1.5,45129,1.5000000000000002,1.5042307692307693,1.5046296296296295,-0.000398860398860279,-7.97720797720558e-05,1.5042307692307693,1.5046296296296295,-0.000398860398860279
LXRX,2020-09-28,1.65,1.665,1.5,1.505,334096,1.505,1.505,1.505,0.0,0.0,1.505,1.505,0.0
