Symbol,Date,Open,High,Low,Close,Volume,KERN SMA,KERN spanTwelveEMA_x,KERN spanTwntySixEMA_x,KERN_x,KERN_y,KERN spanTwelveEMA_y,KERN spanTwntySixEMA_y,KERN
KERN,2020-10-12,4.53,4.6,4.26,4.3573,37681,4.3573,3.991896677675985,3.816190595212679,0.17570608246330632,0.09977735802235224,3.991896677675985,3.816190595212679,0.17570608246330632
KERN,2020-10-09,4.16,4.59,4.1,4.4928,273737,4.492799999999999,3.9254597099807103,3.7729018428296937,0.1525578671510166,0.08079517691211371,3.92545970998071,3.772901842829693,0.1525578671510166
KERN,2020-10-08,4.07,4.09,4.0,4.0,20037,3.9999999999999987,3.822306929977203,3.7153099902560682,0.10699693972113478,0.06285450435238799,3.822306929977203,3.7153099902560682,0.10699693972113478
KERN,2020-10-07,3.93,3.965,3.93,3.93,5671,3.93,3.789999099063967,3.6925347894765537,0.09746430958741348,0.051818895510201184,3.789999099063967,3.6925347894765537,0.09746430958741348
KERN,2020-10-06,4.06,4.1279,4.0,4.0,5331,4.0,3.7645443898028703,3.6735375726346775,0.09100681716819237,0.040407541990898216,3.76454438980287,3.6735375726346775,0.09100681716819237
KERN,2020-10-05,4.06,4.06,3.9461,4.06,16707,4.059999999999999,3.721734278857937,3.647420578445452,0.07431370041248543,0.027757723196574564,3.7217342788579373,3.647420578445452,0.07431370041248542
KERN,2020-10-02,3.95,3.953,3.85,3.885,29824,3.884999999999999,3.660231420468471,3.614414224721088,0.04581719574738274,0.01611872889259696,3.660231420468471,3.6144142247210884,0.045817195747382744
KERN,2020-10-01,3.8,3.83,3.68,3.71,25802,3.7099999999999986,3.619364406008193,3.592767362698776,0.02659704330941759,0.008694112178900402,3.619364406008193,3.5927673626987753,0.02659704330941759
KERN,2020-09-30,3.74,3.8,3.74,3.7901,8497,3.790099999999999,3.602885207100592,3.5833887517146774,0.01949645538591449,0.004218379396271104,3.602885207100592,3.5833887517146774,0.01949645538591449
KERN,2020-09-29,3.57,3.61,3.53,3.59,15338,3.589999999999999,3.568846153846154,3.566851851851852,0.001994301994301839,0.0003988603988603679,3.568846153846154,3.566851851851852,0.001994301994301839
KERN,2020-09-28,3.6,3.6,3.54,3.565,14001,3.5649999999999995,3.565,3.565,0.0,0.0,3.565,3.565,0.0
