Symbol,Date,Open,High,Low,Close,Volume,RMED SMA,RMED spanTwelveEMA,RMED spanTwntySixEMA,RMED_x,RMED_y
RMED,2020-07-30,0.3395,0.37,0.2895,0.29145,8002689,0.29144999999999965,0.37358359027257504,0.3846423439045617,-0.011058753631986716,-0.003094599150077933
RMED,2020-07-29,0.365,0.371,0.3626,0.368,201571,0.3679999999999997,0.3885169703221341,0.39209773141692666,-0.003580761094792606,-0.0011035605296007504
RMED,2020-07-28,0.3977,0.3977,0.3695,0.3786,514331,0.3785999999999997,0.3922473285625221,0.3940255499302808,-0.0017782213677587364,-0.00048426038830280037
RMED,2020-07-27,0.3963,0.4,0.39,0.391,72079,0.3909999999999997,0.3947286610284351,0.3952595939247033,-0.0005309328962681548,-0.00016077014343881627
RMED,2020-07-24,0.4,0.4,0.3801,0.3806,241402,0.3805999999999997,0.3954065993972415,0.3956003614386796,-0.00019376204143806144,-6.822945523148163e-05
RMED,2020-07-23,0.415,0.415,0.402,0.405,68850,0.40499999999999975,0.3980987083785581,0.3968003903537739,0.0012983180247841952,-3.68463086798228e-05
RMED,2020-07-22,0.4089,0.4299,0.4001,0.4193,348709,0.4192999999999998,0.3968439280837505,0.3961444215820759,0.0006995065016746628,-0.0003706373920458273
RMED,2020-07-21,0.38799999999999996,0.40299999999999997,0.38799999999999996,0.3969,468729,0.3968999999999998,0.3927610059171597,0.3942919753086419,-0.0015309693914822287,-0.0006381733654759359
RMED,2020-07-20,0.39,0.395,0.37,0.37,853102,0.36999999999999983,0.3920084615384615,0.3940833333333333,-0.0020748717948718127,-0.00041497435897436263
RMED,2020-07-17,0.4,0.402,0.39,0.39601,483089,0.3960099999999999,0.39601,0.39601,0.0,0.0
