Symbol,Date,Open,High,Low,Close,Volume,EOD SMA_x,EOD spanTwelveEMA_x,EOD spanTwntySixEMA_x,EOD_x,EOD_y,EOD SMA_y,EOD spanTwelveEMA_y,EOD spanTwntySixEMA_y,EOD_x,EOD_y
EOD,2021-01-25,5.02,5.0298,5.02,5.02,10656,5.0200000000000005,4.986966293036175,4.9483775201555815,0.03858877288059226,0.028574313918637836,5.0200000000000005,4.996524541649922,4.97874433431334,0.0177802073365827,0.0285743139186378
EOD,2021-01-22,5.06,5.06,5.01,5.0249,34628,5.0249000000000015,4.980960164497297,4.9426477217680285,0.03831244272926782,0.02607069917814901,5.0249000000000015,4.992256276495363,4.975443881058408,0.016812395436955896,0.026070699178148964
EOD,2021-01-21,5.06,5.06,5.04,5.04,8105,5.040000000000002,4.972971103496805,4.936067539509471,0.036903563987332966,0.02301026329036909,5.040000000000002,4.986321054039974,4.97148739154308,0.014833662496893218,0.02301026329036903
EOD,2021-01-20,5.04,5.043,5.02,5.0302,15624,5.030200000000002,4.960784031405315,4.927752942670232,0.03303108873508531,0.019536938116127896,5.030200000000002,4.976561245683605,4.966006382866527,0.01055486281707818,0.019536938116127823
EOD,2021-01-19,5.0,5.03,5.0,5.0086,30845,5.008600000000002,4.948162946206281,4.919557178083847,0.028605768122433883,0.016163400461388762,5.008600000000002,4.966808744898807,4.960870893495849,0.005937851402957328,0.016163400461388894
EOD,2021-01-19,5.0,5.03,5.0,5.0086,30845,5.008600000000002,4.93717439097106,4.9124337523305535,0.02474063864050446,0.013052808546127273,5.008600000000002,4.959210334880408,4.957052564975517,0.002157769904890472,0.013052808546127649
EOD,2021-01-15,4.97,4.97,4.9502,4.96,8110,4.960000000000002,4.924187916602162,4.904740452517,0.019447464085161847,0.010130851022532745,4.960000000000002,4.950230395767755,4.952928770173559,-0.002698374405803783,0.010130851022533
EOD,2021-01-14,4.97,4.98,4.96,4.97,5148,4.9700000000000015,4.917676628711647,4.90031968871836,0.01735693999328536,0.007801697756875468,4.9700000000000015,4.948454104089166,4.952363071787443,-0.003908967698278865,0.0078016977568757875
EOD,2021-01-13,4.94,4.96,4.94,4.95,11918,4.950000000000002,4.908163288477399,4.894745263815829,0.013418024661570271,0.005412887197772775,4.950000000000002,4.944536668469013,4.9509521175304405,-0.00641544906142677,0.005412887197772951
EOD,2021-01-12,4.94,4.945,4.92,4.94,18703,4.940000000000002,4.900556613655108,4.890324884921097,0.010231728734011902,0.0034116028318236205,4.940000000000002,4.943543335463379,4.951028286932875,-0.007484951469495905,0.0034116028318236205
EOD,2021-01-11,4.9,4.92,4.9,4.91,18858,4.910000000000001,4.893385088865128,4.886350875714784,0.007034213150344471,0.0017065713562767722,4.910000000000001,4.944187578274903,4.951910549887505,-0.0077229716126021595,0.0017065713562767722
EOD,2021-01-08,4.94,4.97,4.9339,4.9501,30237,4.950100000000001,4.8903641959315145,4.884458945771967,0.00590525015954757,0.00037466090776006955,4.950100000000001,4.950403501597613,4.9552633938785045,-0.004859892280893341,0.00037466090776006955
EOD,2021-01-07,4.91,4.95,4.9,4.9168,31367,4.916800000000001,4.879503140646336,4.879207661433725,0.00029547921261130483,-0.0010079864051868058,4.916800000000001,4.950458683706269,4.9556764653887875,-0.005217781682517853,-0.0010079864051868058
EOD,2021-01-06,4.87,4.899,4.87,4.875,23422,4.875000000000002,4.872721893491124,4.876200274348422,-0.003478380857298013,-0.0013338528096363336,4.875000000000002,4.956578444380137,4.958786582619889,-0.00220813823975341,-0.0013338528096363334
EOD,2021-01-05,4.8,4.83,4.79,4.83,50660,4.830000000000002,4.872307692307691,4.876296296296296,-0.003988603988603678,-0.0007977207977209133,4.830000000000002,4.971410888812888,4.9654895092294815,0.005921379583407216,-0.0007977207977209133
EOD,2021-01-04,4.92,4.9255,4.87,4.88,104467,4.880000000000001,4.88,4.88,0.0,0.0,4.880000000000001,4.997121959506141,4.976328669967839,0.020793289538302062,0.0
EOD,2021-02-08,5.09,5.12,5.09,5.12,82069,,,,,,5.12,5.018416861234531,4.984034963565267,0.034381897669264916,
EOD,2021-02-05,5.08,5.085,5.07,5.07,10420,,,,,,5.070000000000001,4.9999471996408085,4.973157760650488,0.026789438990322267,
EOD,2021-02-04,5.02,5.03,5.02,5.02,20439,,,,,,5.02,4.9872103268482295,4.965410381502527,0.02179994534570362,
EOD,2021-02-03,5.02,5.03,5.01,5.02,16289,,,,,,5.02,4.9812485680933625,4.961043212022728,0.020205356070633233,
EOD,2021-02-02,4.95,5.0,4.94,4.99,43908,,,,,,4.99,4.9742028532012466,4.956326668984547,0.01787618421669901,
EOD,2021-02-01,4.94,4.94,4.86,4.9,122012,,,,,,4.9,4.971330644692381,4.95363280250331,0.017697842189071444,
EOD,2021-01-29,4.97,4.9814,4.95,4.955,16115,,,,,,4.955,4.9842998528182685,4.957923426703576,0.0263764261146946,
EOD,2021-01-28,4.95,4.97,4.95,4.9658,51749,,,,,,4.9658,4.9896270987852285,4.9581573008398605,0.03146979794536797,
EOD,2021-01-27,5.0,5.01,4.98,4.99,25797,,,,,,4.99,4.993959298564361,4.9575458849070495,0.03641341365731154,
EOD,2021-01-26,5.04,5.05,5.03,5.0371,15542,,,,,,5.0371000000000015,4.994679171030608,4.9549495556996135,0.039729615330995394,
EOD,2021-01-25,5.02,5.0298,5.02,5.02,10656,,,,,,5.0200000000000005,4.986966293036175,4.9483775201555815,0.03858877288059226,
EOD,2021-01-22,5.06,5.06,5.01,5.0249,34628,,,,,,5.0249000000000015,4.980960164497297,4.9426477217680285,0.03831244272926782,
EOD,2021-01-21,5.06,5.06,5.04,5.04,8105,,,,,,5.040000000000002,4.972971103496805,4.936067539509471,0.036903563987332966,
EOD,2021-01-20,5.04,5.043,5.02,5.0302,15624,,,,,,5.030200000000002,4.960784031405315,4.927752942670231,0.03303108873508531,
EOD,2021-01-19,5.0,5.03,5.0,5.0086,30845,,,,,,5.008600000000002,4.948162946206281,4.9195571780838465,0.028605768122433876,
EOD,2021-01-19,5.0,5.03,5.0,5.0086,30845,,,,,,5.008600000000002,4.93717439097106,4.912433752330554,0.02474063864050446,
EOD,2021-01-15,4.97,4.97,4.9502,4.96,8110,,,,,,4.960000000000002,4.924187916602162,4.904740452517,0.019447464085161847,
EOD,2021-01-14,4.97,4.98,4.96,4.97,5148,,,,,,4.9700000000000015,4.9176766287116465,4.90031968871836,0.01735693999328536,
EOD,2021-01-13,4.94,4.96,4.94,4.95,11918,,,,,,4.950000000000002,4.9081632884773985,4.894745263815829,0.013418024661570271,
EOD,2021-01-12,4.94,4.945,4.92,4.94,18703,,,,,,4.940000000000002,4.900556613655108,4.890324884921097,0.010231728734011902,
EOD,2021-01-11,4.9,4.92,4.9,4.91,18858,,,,,,4.910000000000001,4.893385088865128,4.886350875714784,0.007034213150344471,
EOD,2021-01-08,4.94,4.97,4.9339,4.9501,30237,,,,,,4.950100000000001,4.8903641959315145,4.884458945771967,0.00590525015954757,
EOD,2021-01-07,4.91,4.95,4.9,4.9168,31367,,,,,,4.916800000000001,4.879503140646336,4.879207661433725,0.00029547921261130483,
EOD,2021-01-06,4.87,4.899,4.87,4.875,23422,,,,,,4.875000000000002,4.872721893491124,4.876200274348422,-0.003478380857298013,
EOD,2021-01-05,4.8,4.83,4.79,4.83,50660,,,,,,4.830000000000002,4.872307692307691,4.876296296296296,-0.003988603988603678,
EOD,2021-01-04,4.92,4.9255,4.87,4.88,104467,,,,,,4.880000000000001,4.88,4.88,0.0,
