Symbol,Date,Open,High,Low,Close,Volume,LTRX SMA_x,LTRX spanTwelveEMA_x,LTRX spanTwntySixEMA_x,LTRX_x,LTRX_y,LTRX SMA_y,LTRX spanTwelveEMA_y,LTRX spanTwntySixEMA_y,LTRX_x,LTRX_y
LTRX,2021-01-29,4.48,4.62,4.48,4.55,17929,,,,,,4.550000000000003,4.635228887627991,4.618107704445307,0.01712118318268452,
LTRX,2021-01-28,4.5,4.66,4.45,4.49,5245,,,,,,4.490000000000003,4.650725049014898,4.623556320800931,0.027168728213966983,
LTRX,2021-01-27,4.56,4.56,4.465,4.54,27137,,,,,,4.540000000000003,4.679947785199426,4.634240826465006,0.04570695873441988,
LTRX,2021-01-26,4.86,4.88,4.8294,4.83,3558,,,,,,4.830000000000003,4.705392837053867,4.6417800925822075,0.06361274447166032,
LTRX,2021-01-25,4.74,4.855,4.74,4.81,27673,,,,,,4.810000000000001,4.68273698924548,4.626722499988783,0.05601448925669672,
LTRX,2021-01-22,4.75,4.8,4.67,4.6901,12403,,,,,,4.690100000000005,4.659598260017385,4.612060299987887,0.04753796002949962,
LTRX,2021-01-21,4.89,4.89,4.75,4.7501,14089,,,,,,4.750100000000004,4.654052489111455,4.605817123986917,0.04823536512453863,
LTRX,2021-01-20,4.8,4.88,4.8,4.87,105099,,,,,,4.8700000000000045,4.636589305313539,4.5942744939058695,0.04231481140766924,
LTRX,2021-01-19,4.52,4.6,4.52,4.565,22417,,,,,,4.565000000000006,4.594150997188727,4.5722164534183385,0.021934543770387727,
LTRX,2021-01-19,4.52,4.6,4.52,4.565,22417,,,,,,4.565000000000006,4.599451178495769,4.572793769691806,0.026657408803961502,
LTRX,2021-01-15,4.56,4.63,4.56,4.605,6438,,,,,,4.605000000000005,4.605715029131361,4.573417271267151,0.03229775786421118,
LTRX,2021-01-14,4.57,4.6389,4.55,4.56,10150,,,,,,4.560000000000004,4.605845034427972,4.570890652968521,0.034954381459450616,
LTRX,2021-01-13,4.72,4.75,4.7,4.7,2359,,,,,,4.7000000000000055,4.614180495233058,4.571761905206004,0.04241859002705528,
LTRX,2021-01-12,4.75,4.76,4.7,4.7,6462,,,,,,4.7000000000000055,4.598576948911797,4.561502857622483,0.037074091289312605,
LTRX,2021-01-11,4.74,4.74,4.6,4.65,13641,,,,,,4.650000000000005,4.580136394168488,4.550423086232283,0.02971330793620375,
LTRX,2021-01-08,4.74,4.76,4.68,4.7,12044,,,,,,4.700000000000005,4.567433920380939,4.5424569331308655,0.02497698725007336,
LTRX,2021-01-07,4.7,4.77,4.6601,4.7439,15725,,,,,,4.7439000000000044,4.543330996813837,4.5298534877813355,0.013477509032502331,
LTRX,2021-01-06,4.55,4.74,4.55,4.57,20129,,,,,,4.570000000000004,4.506863905325443,4.512729766803841,-0.005865861478397072,
LTRX,2021-01-05,4.26,4.37,4.26,4.36,15106,,,,,,4.360000000000003,4.495384615384615,4.508148148148148,-0.01276353276353337,
LTRX,2021-01-04,4.45,4.54,4.45,4.52,7260,,,,,,4.520000000000001,4.52,4.52,0.0,
