Symbol,Date,Open,High,Low,Close,Volume,GAB SMA_x,GAB spanTwelveEMA_x,GAB spanTwntySixEMA_x,GAB_x,GAB_y,GAB SMA_y,GAB spanTwelveEMA_y,GAB spanTwntySixEMA_y,GAB_x,GAB_y
GAB,2021-01-21,6.33,6.34,6.27,6.28,68297,6.2799999999999985,6.288740774028735,6.276513444455901,0.012227329572834122,0.01124314656653225,6.279999999999999,6.29452389805435,6.288086622434803,0.006437275619545879,0.01124314656653221
GAB,2021-01-20,6.29,6.3,6.28,6.28,69874,6.279999999999999,6.2903300056703255,6.276234520012372,0.01409548565795138,0.010997100814956782,6.2799999999999985,6.297164606791505,6.288733552229588,0.00843105456191662,0.010997100814956733
GAB,2021-01-19,6.33,6.35,6.3,6.3066,158532,6.306599999999999,6.292208188519473,6.275933281613362,0.01627490690611122,0.010222504604207693,6.306599999999999,6.300285444389959,6.289432236407955,0.010853207982004951,0.010222504604207627
GAB,2021-01-19,6.33,6.35,6.3,6.3066,158532,6.306599999999999,6.289591495523014,6.273479944142432,0.0161115513805834,0.008709404028731806,6.306599999999999,6.299137343369952,6.288058815320593,0.011078528049361049,0.008709404028731728
GAB,2021-01-15,6.33,6.33,6.31,6.325,74970,6.3249999999999975,6.286499040163562,6.270830339673827,0.01566870048973623,0.006858867190769132,6.3249999999999975,6.297780496709943,6.286575520546238,0.01120497616370475,0.00685886719076903
GAB,2021-01-14,6.34,6.34,6.29,6.29,109001,6.289999999999997,6.279498865647846,6.266496766847732,0.013002098800114048,0.0046564088660275785,6.289999999999997,6.292831496111753,6.2835015621899375,0.009329933921813804,0.004656408866027451
GAB,2021-01-13,6.3,6.32,6.29,6.315,91777,6.314999999999999,6.2775895684929095,6.264616508195551,0.012973060297358785,0.002569986382505957,6.314999999999999,6.293346313586617,6.282981687165134,0.010364626421481836,0.002569986382505801
GAB,2021-01-12,6.37,6.37,6.33,6.35,82207,6.349999999999999,6.270787671855258,6.260585828851196,0.010201843004062459,-3.0782096207248796e-05,6.349999999999999,6.289409279693272,6.2804202221383445,0.008989057554928516,-3.078209620744482e-05
GAB,2021-01-11,6.33,6.34,6.28,6.3123,172841,6.312299999999999,6.256385430374395,6.2534326951592885,0.0029527352151053066,-0.002588938371274676,6.312299999999999,6.27839278509205,6.274853839909412,0.003538945182638642,-0.002588938371274699
GAB,2021-01-08,6.35,6.36,6.27,6.29,143763,6.29,6.246219144987919,6.248723310772033,-0.002504165784112722,-0.003974356767869893,6.29,6.2722278369269695,6.271858147102164,0.0003696898248044533,-0.003974356767869922
GAB,2021-01-07,6.25,6.27,6.23,6.25,175891,6.249999999999999,6.238258989531179,6.245421175633798,-0.007162186102616984,-0.004341904513808963,6.249999999999999,6.2689965345500545,6.270406798870338,-0.001410264320283794,-0.004341904513808999
GAB,2021-01-06,6.19,6.27,6.19,6.255,87676,6.254999999999999,6.236124260355028,6.245054869684499,-0.008930609329469874,-0.003636834116606736,6.254999999999999,6.272450449922791,6.272039342779966,0.0004111071428258839,-0.003636834116606558
GAB,2021-01-05,6.05,6.12,6.05,6.11,120016,6.109999999999999,6.232692307692307,6.24425925925926,-0.011566951566951644,-0.0023133903133905065,6.1099999999999985,6.275623258999662,6.273402490202362,0.0022207687972999324,-0.0023133903133905065
GAB,2021-01-04,6.305,6.32,6.25,6.255,71679,6.254999999999997,6.255,6.255,0.0,0.0,6.254999999999997,6.305736578817783,6.286474689418551,0.01926188939923179,0.0
GAB,2021-02-08,6.43,6.43,6.41,6.41,83225,,,,,,6.4099999999999975,6.314961411330107,6.288992664572035,0.02596874675807204,
GAB,2021-02-05,6.43,6.43,6.39,6.403,120534,,,,,,6.402999999999999,6.297681667935581,6.2793120777377975,0.01836959019778384,
GAB,2021-02-04,6.4,6.41,6.38,6.405,80425,,,,,,6.405,6.278532880287505,6.269417043956821,0.009115836330684246,
GAB,2021-02-03,6.38,6.395,6.35,6.365,139109,,,,,,6.3649999999999975,6.255538858521597,6.258570407473366,-0.0030315489517684924,
GAB,2021-02-02,6.29,6.31,6.28,6.2899,89002,,,,,,6.289899999999999,6.235636832798253,6.250056040071236,-0.014419207272982959,
GAB,2021-02-01,6.21,6.22,6.18,6.2002,110808,,,,,,6.200199999999998,6.225770802397933,6.246868523276934,-0.02109772087900019,
GAB,2021-01-29,6.18,6.18,6.125,6.15,64623,,,,,,6.149999999999998,6.230420039197559,6.250602005139089,-0.02018196594153121,
GAB,2021-01-28,6.15,6.175,6.1301,6.17,67007,,,,,,6.169999999999996,6.245041864506204,6.258650165550216,-0.01360830104401156,
GAB,2021-01-27,6.18,6.18,6.05,6.1,186660,,,,,,6.099999999999996,6.258685839870968,6.265742178794232,-0.007056338923264959,
GAB,2021-01-26,6.23,6.26,6.23,6.235,87314,,,,,,6.234999999999998,6.287537810756597,6.279001553097773,0.008536257658826152,
GAB,2021-01-25,6.32,6.325,6.3,6.3081,69579,,,,,,6.308099999999998,6.297090139985071,6.282521677345594,0.014568462639476644,
GAB,2021-01-22,6.32,6.35,6.315,6.33,98507,,,,,,6.329999999999997,6.295088347255082,6.280475411533241,0.01461293572184186,
GAB,2021-01-21,6.33,6.34,6.27,6.28,68297,,,,,,6.279999999999999,6.288740774028735,6.276513444455901,0.012227329572834122,
GAB,2021-01-20,6.29,6.3,6.28,6.28,69874,,,,,,6.2799999999999985,6.290330005670325,6.2762345200123715,0.01409548565795138,
GAB,2021-01-19,6.33,6.35,6.3,6.3066,158532,,,,,,6.306599999999999,6.292208188519473,6.275933281613362,0.01627490690611122,
GAB,2021-01-19,6.33,6.35,6.3,6.3066,158532,,,,,,6.306599999999999,6.289591495523014,6.273479944142432,0.0161115513805834,
GAB,2021-01-15,6.33,6.33,6.31,6.325,74970,,,,,,6.3249999999999975,6.286499040163562,6.270830339673827,0.01566870048973623,
GAB,2021-01-14,6.34,6.34,6.29,6.29,109001,,,,,,6.289999999999997,6.279498865647846,6.266496766847732,0.013002098800114048,
GAB,2021-01-13,6.3,6.32,6.29,6.315,91777,,,,,,6.314999999999999,6.2775895684929095,6.264616508195551,0.012973060297358785,
GAB,2021-01-12,6.37,6.37,6.33,6.35,82207,,,,,,6.349999999999999,6.270787671855258,6.2605858288511955,0.010201843004062459,
GAB,2021-01-11,6.33,6.34,6.28,6.3123,172841,,,,,,6.312299999999999,6.256385430374395,6.2534326951592885,0.0029527352151053066,
GAB,2021-01-08,6.35,6.36,6.27,6.29,143763,,,,,,6.29,6.246219144987919,6.248723310772033,-0.002504165784112722,
GAB,2021-01-07,6.25,6.27,6.23,6.25,175891,,,,,,6.249999999999999,6.238258989531179,6.245421175633797,-0.007162186102616984,
GAB,2021-01-06,6.19,6.27,6.19,6.255,87676,,,,,,6.254999999999999,6.2361242603550275,6.245054869684499,-0.008930609329469874,
GAB,2021-01-05,6.05,6.12,6.05,6.11,120016,,,,,,6.1099999999999985,6.232692307692307,6.24425925925926,-0.011566951566951644,
GAB,2021-01-04,6.305,6.32,6.25,6.255,71679,,,,,,6.254999999999997,6.255,6.255,0.0,
