Symbol,Date,Open,High,Low,Close,Volume,XAN SMA_x,XAN spanTwelveEMA_x,XAN spanTwntySixEMA_x,XAN_x,XAN_y,XAN SMA_y,XAN spanTwelveEMA_y,XAN spanTwntySixEMA_y,XAN_x,XAN_y
XAN,2021-01-26,4.26,4.46,4.26,4.45,163757,,,,,,4.450000000000002,4.154845692579103,4.054878059051818,0.09996763352728523,
XAN,2021-01-25,4.15,4.28,4.15,4.24,79071,,,,,,4.240000000000001,4.101181273048032,4.023268303775963,0.07791296927206748,
XAN,2021-01-22,4.22,4.27,4.185,4.21,54349,,,,,,4.210000000000001,4.0759415045113085,4.0059297680780395,0.07001173643326908,
XAN,2021-01-21,4.02,4.1,3.99,4.09,66761,,,,,,4.090000000000002,4.051567232604275,3.989604149524284,0.06196308307999133,
XAN,2021-01-20,4.02,4.0801,4.02,4.0801,67829,,,,,,4.080100000000002,4.0445794567141435,3.9815724814862263,0.06300697522791676,
XAN,2021-01-19,4.12,4.14,4.02,4.045,85122,,,,,,4.045000000000002,4.0381211761167135,3.973690280005125,0.06443089611159003,
XAN,2021-01-19,4.12,4.14,4.02,4.045,85122,,,,,,4.045000000000002,4.036870480865208,3.9679855024055337,0.06888497845967345,
XAN,2021-01-15,4.08,4.17,4.05,4.1037,33451,,,,,,4.103700000000002,4.035392386477064,3.9618243425979767,0.07356804387908689,
XAN,2021-01-14,4.09,4.2001,4.09,4.2,116783,,,,,,4.200000000000003,4.022972820381985,3.950474290005815,0.07249853037617005,
XAN,2021-01-13,4.08,4.19,4.08,4.1,60162,,,,,,4.100000000000001,3.9907860604514367,3.93051223320628,0.0602738272451564,
XAN,2021-01-12,4.06,4.07,3.95,4.07,89658,,,,,,4.070000000000002,3.970928980533517,3.9169532118627832,0.05397576867073362,
XAN,2021-01-11,4.2,4.31,4.2,4.29,115589,,,,,,4.290000000000003,3.9529160679032462,3.9047094688118062,0.048206599091440434,
XAN,2021-01-08,4.03,4.03,3.86,3.92,125341,,,,,,3.9200000000000026,3.89162808024929,3.8738862263167504,0.01774185393254024,
XAN,2021-01-07,3.93,4.015,3.93,4.01,38610,,,,,,4.0100000000000025,3.8864695493855255,3.8701971244220905,0.01627242496343495,
XAN,2021-01-06,3.85,3.97,3.85,3.9601,41600,,,,,,3.9601000000000015,3.8640094674556216,3.8590128943758577,0.004996573079763422,
XAN,2021-01-05,3.79,3.85,3.78,3.8,60229,,,,,,3.8000000000000016,3.8465384615384615,3.8509259259259263,-0.0043874643874648464,
XAN,2021-01-04,4.0,4.07,3.84,3.855,137403,,,,,,3.8550000000000018,3.855,3.855,0.0,
